2	8	12	10	5	100	9	7	9	0	0	0	3540359.399
2	8	11	10	4	92	11	7	7	2	0.733142454	0.3058917665	3782289.407
1	8	11	14	3	30	9	11	7	0	1.071881075	0.060475	2647529.118
0	4	13	6	2	92	7	8	9	2	1.040160416	0.051875	2058054.878
1	4	10	22	1	134	8	11	9	4	0.7415337939	0.037925	1932656.96
0	8	10	14	5	100	12	11	8	1	1.072113161	0.1205	4170553.811
2	8	11	18	4	92	12	11	7	2	0.9424452876	0.076475	3704246.657
2	8	10	10	3	36	7	7	9	1	0.795365691	0.052125	2406721.618
1	4	11	14	2	134	7	9	7	0	0.8904720528	0.03325	1840063.164
1	4	13	10	1	92	7	8	8	4	0.7454789837	0.027475	1549946.915
0	8	10	14	5	100	7	10	7	4	1.26058393	0.094325	3932046.46
0	8	11	10	4	92	11	8	8	1	1.261944458	0.069825	4225247.281
1	8	10	6	3	30	11	10	9	3	1.066890146	0.063625	3003835.866
0	4	10	14	2	118	12	7	9	3	0.9797371497	0.059625	2301296.768
0	4	8	14	1	36	8	8	9	2	0.7955672867	0.051175	1858418.268
2	8	12	14	5	100	12	9	7	3	0.8794617393	0.07665	3733161.124
0	8	13	18	4	36	7	10	9	2	1.313583976	0.126	4128952.777
1	8	10	6	3	30	10	8	9	4	1.049466508	0.050375	2413907.226
2	4	11	22	2	30	7	8	8	0	0.7808458229	0.04135	1801843.709
1	4	12	10	1	80	10	9	6	0	0.6832058902	0.029175	1547225.936
1	8	12	22	5	30	10	9	8	2	1.241622444	0.10425	4087335.149
2	8	13	18	4	36	10	9	6	0	0.8655029077	0.06895	3456277.029
1	8	10	14	3	30	7	8	6	4	0.9419896656	0.047025	2092089.472
0	4	9	18	2	118	10	11	6	3	0.9399872386	0.070975	2462132.733
0	4	9	10	1	92	8	10	9	3	0.8062413129	0.059825	2126744.385
0	8	12	6	5	100	12	10	8	0	1.076764287	0.098425	3807096.568
0	8	11	6	4	100	12	7	8	1	0.8424949127	0.081625	3488047.647
2	8	11	10	3	30	8	8	6	0	0.8243926818	0.0459	2112826.269
0	4	10	10	2	118	12	9	7	2	1.007048196	0.0552	2132716.267
0	4	10	22	1	134	9	8	7	3	0.817127088	0.065575	2306657.576
1	8	12	18	5	110	10	7	7	1	0	0	3602352.68
1	8	11	22	4	52	8	10	7	1	1.105182239	0.071375	3442456.704
0	8	11	10	3	30	7	11	9	2	1.19788262	0.084625	3188693.928
0	4	13	18	2	100	11	8	9	1	1.091495704	0.064525	2520875.584
1	4	8	18	1	118	7	9	8	3	0.7401637231	0.047975	1879389.959
1	8	12	6	5	80	7	10	7	2	1.102195488	0.063475	3321981.787
2	8	13	10	4	100	11	10	7	1	1.144465806	0.07265	3974222.383
2	8	10	18	3	30	7	10	9	4	0.923175513	0.061875	2695325.989
1	4	9	18	2	118	12	7	8	2	0.8351549723	0.04235	1799303.55
1	4	8	22	1	118	12	9	6	4	0.6861950039	0.0382	1490570.101
0	8	10	14	5	110	12	11	7	2	1.073877724	0.09845	4175739.13
0	8	11	18	4	100	10	10	9	2	1.629159826	0.13525	4530229.505
2	8	11	14	3	36	12	9	9	4	0.8769821043	0.058725	2599033.628
1	4	11	22	2	134	12	11	8	2	0.863294051	0.0558	2218719.729
2	4	10	14	1	134	9	8	7	2	0.7104923911	0.043825	1811425.738
2	8	10	22	5	30	11	7	7	1	0	0	4155531.883
2	8	11	6	4	36	9	9	9	4	1.107018654	0.091225	3526209.824
2	8	11	22	3	30	11	10	6	1	0.8399798117	0.07045	2943210.805
0	4	11	10	2	118	8	11	9	0	1.037388627	0.05685	2245904.916
0	4	10	14	1	134	12	9	6	4	0.7391125056	0.05195	1823857.408
2	8	12	6	5	100	10	11	7	3	1.144105359	0.076775	4091225.874
2	8	11	18	4	100	10	11	9	3	1.159745302	0.1195	4443881.022
2	8	11	22	3	36	10	8	6	4	0.8417969312	0.05865	2512551.602
0	4	9	6	2	36	9	10	7	1	1.118400848	0.051	1989245.549
0	4	11	18	1	110	8	7	8	1	0.7953227984	0.049675	1936131.995
1	8	12	6	5	80	12	9	8	2	0.9728705876	0.0849	3358424.227
1	8	13	14	4	80	11	10	8	2	1.320534724	0.101225	4120053.237
2	8	10	14	3	36	11	10	7	4	0.9895971655	0.0655	2969625.883
1	4	10	22	2	134	11	10	7	4	0.9496858381	0.0606	2391366.736
2	4	9	18	1	52	11	7	7	0	0.7003754496	0.045725	1826614.066
1	8	12	14	5	80	8	10	8	0	1.055581539	0.09065	3451816.893
1	8	11	10	4	100	9	10	8	0	1.310308252	0.065675	3453759.924
0	8	11	18	3	36	7	8	6	0	1.086211291	0.0737	2648492.468
2	4	10	22	2	36	7	8	9	2	0.7779476907	0.045475	1984467.798
0	4	13	14	1	80	10	8	8	0	0.8169310435	0.0535	1968548.008
0	8	12	10	5	30	10	11	7	2	0	0	4390337.651
0	8	11	10	4	92	12	8	6	0	0	0	3266392.697
1	8	11	6	3	36	10	9	8	2	1.077108449	0.055175	2594086.211
1	4	9	14	2	92	10	7	7	2	0.8562202786	0.0432	1883931.026
0	4	8	18	1	80	11	7	9	3	0.8007271327	0.067075	2399811.701
