3	8	45	40	16	3	84	52	48	1	24	3	3	40	3	1	32	3	32	32	8	4	8	1.042782	0.065025	2748959	0.807937	116935.5	50779.25	40019.25	13308.75	5801	3980	48229	29470.25	0.680607	0.085801	332057
2	4	30	30	20	2	64	100	96	1	14	2	2	26	2	1	20	2	40	40	4	16	48	1.086915	0.064825	2339971	0.792015	108249	48153.5	37492	12891	5617.5	3668.5	46296.25	27991.5	0.709127	0.058117	310671
1	4	32	40	8	1	120	128	128	1	14	1	1	26	1	1	20	1	40	40	4	4	16	0.815574	0.061075	2222342	0.602286	114967.75	38903	35354	12144.25	5335.75	3539.75	44103.5	26576.5	0.569107	0.043737	308540
1	8	40	32	20	5	130	100	96	2	24	5	5	40	5	2	32	5	40	40	8	4	16	1.743626	0.146	4896650	0.917713	114253.75	70729.25	41065.5	13665.75	5958.25	4017	49495.5	30257.5	0.761308	0.139771	361264
1	8	32	40	16	4	128	64	60	2	20	4	4	36	4	2	28	4	24	24	8	8	32	1.646545	0.102725	4056960	0.856285	109722.5	51285.75	38715	13005	5792.25	3807	47334	28568.5	0.745609	0.116084	349242
2	8	24	32	20	3	84	40	40	1	10	3	3	14	3	1	12	3	16	16	8	16	48	0.739359	0.063125	2490568	0.566326	117616.75	37522.75	34969.5	11941.5	5330.25	3497.25	43612.5	26157.25	0.539818	0.062303	330949
1	4	40	32	12	2	64	52	48	1	12	2	2	20	2	1	16	2	20	20	4	4	16	1.153648	0.057175	1925504	0.738324	109601	43201	36799.75	12545.25	5607.75	3613	45594	27390	0.672104	0.051111	307410
3	4	16	32	8	1	105	52	48	1	8	1	1	8	1	1	8	1	8	8	4	4	16	0.721865	0.0351	1410844	0.550165	119487.75	38329.5	35361.5	12184.25	5272.25	3535.5	43801.75	26309.25	0.52067	0.038282	304887
2	8	40	32	16	5	105	128	128	2	12	5	5	20	5	2	16	5	20	20	8	2	8	1.427622	0.07685	3840045	0.869943	112401.5	59231.25	40075.75	13430.5	5872.25	3910.75	48516.75	29360.75	0.736288	0.122594	360008
3	8	16	32	16	4	120	100	96	2	12	4	4	20	4	2	16	4	8	8	8	8	32	1.08179	0.07395	3532725	0.678686	115677	44674	37673	12756.75	5530.5	3777.75	45884.5	27774.25	0.606317	0.09424	350917
3	8	30	30	8	3	105	52	48	1	8	3	3	8	3	1	8	3	24	24	8	8	32	1.043926	0.0557	2367750	0.78249	116655	49890.75	39665	13276.25	5734	3952	47891.75	29273.5	0.665172	0.079253	331365
1	4	32	40	12	2	32	80	64	1	12	2	2	20	2	1	16	2	32	32	4	8	32	1.165075	0.0587	2188109	0.766871	108000.75	44360.5	36984.25	12617	5603	3622.5	45810	27603.25	0.694833	0.054021	308507
1	4	8	16	8	1	84	128	128	1	12	1	1	20	1	1	16	1	20	20	4	2	8	0.810103	0.053425	1890735	0.535511	117854.5	36726.25	34840	12006.25	5306.5	3491.25	43673.75	26126.5	0.512942	0.040867	303107
1	8	45	40	8	5	120	52	48	2	8	5	5	8	5	2	8	5	20	20	8	4	8	1.317072	0.089425	3575801	0.810845	110087.75	45661.25	38045.75	12785.5	5707.75	3790.75	46603.75	28024.5	0.716394	0.107774	349788
2	8	40	32	16	4	96	52	48	2	12	4	4	20	4	2	16	4	24	24	8	8	32	1.212941	0.0692	3256434	0.812172	110223.25	45400.75	38001.5	12807.75	5699	3788.5	46588.25	28028.25	0.717052	0.10135	344396
3	8	45	40	12	3	84	80	64	1	14	3	3	26	3	1	20	3	8	8	8	8	32	0.999955	0.060175	2597639	0.758628	117320	49873	39366.75	13092.5	5741.75	3979.75	47843	29261	0.651989	0.077907	332871
1	4	24	32	8	2	84	100	96	1	8	2	2	8	2	1	8	2	20	20	4	8	32	1.193759	0.0548	2052599	0.770587	108184.5	44475	37074.5	12649.25	5613.75	3629.5	45852.5	27600.5	0.696771	0.053454	309604
2	4	45	40	8	1	64	52	48	1	14	1	1	26	1	1	20	1	24	24	4	16	48	0.76435	0.049625	1743384	0.584758	114944.5	37078.5	34824.5	11935.75	5274.25	3511.25	43449	26128.75	0.560979	0.03934	305974
1	8	45	40	8	5	120	128	128	2	10	5	5	14	5	2	12	5	24	24	8	4	8	1.684074	0.097075	4275179	0.905473	111007.5	56490.75	39830	13307	5903	3905	48287.5	29227.25	0.766447	0.126238	365084
2	8	40	32	20	4	32	64	60	2	24	4	4	40	4	2	32	4	40	40	8	16	48	1.338004	0.11325	3986335	0.849355	109236	48251.5	38463.25	12857	5762.25	3800	47009.25	28344.75	0.744438	0.110598	345175
2	8	30	30	20	3	105	128	128	1	14	3	3	26	3	1	20	3	20	20	8	2	8	1.21586	0.0693	2821290	0.836092	111194	54226.25	39146	13290	5807.5	3817.75	47842.75	28864.75	0.721644	0.08911	332614
3	4	8	16	8	2	128	40	40	1	16	2	2	32	2	1	24	2	32	32	4	2	8	0.705718	0.041275	1700223	0.490106	122858.75	36893.75	34813.75	12037	5266.25	3486.25	43392	25916.25	0.470119	0.043347	303977
3	4	45	40	16	1	64	52	48	1	10	1	1	14	1	1	12	1	8	8	4	4	16	0.721319	0.041775	1536101	0.565191	119111	38485	35400	12191.5	5273.5	3543.75	43833	26365.25	0.534205	0.036748	304575
2	8	30	30	12	5	130	64	60	2	12	5	5	20	5	2	16	5	24	24	8	4	8	1.389939	0.069	3318233	0.854256	109908.25	51155	38830.25	13044.75	5799	3815.25	47454	28639.75	0.743352	0.120271	353440
2	8	16	32	8	4	96	80	64	2	16	4	4	32	4	2	24	4	16	16	8	4	16	1.39603	0.06405	3183834	0.744121	109795.5	43748	37222.5	12644.75	5572.75	3621.5	45584.75	27420.75	0.674266	0.104135	348295
1	8	30	30	16	3	96	96	64	1	24	3	3	40	3	1	32	3	16	16	8	8	32	1.388044	0.0946	3234537	0.832962	110153.25	51748.25	38591.5	13021.25	5758.75	3755.25	47223	28500	0.729122	0.091452	334893
1	4	40	32	20	2	130	52	48	1	12	2	2	20	2	1	16	2	24	24	4	4	16	1.153648	0.0644	2130608	0.74151	109371.75	43202.5	36799.75	12545.5	5605.25	3613.25	45590.75	27392.25	0.675074	0.053021	308617
2	4	30	30	16	1	84	52	48	1	8	1	1	8	1	1	8	1	24	24	4	4	8	0.760557	0.041025	1523534	0.578913	114964.25	37068.5	34818.5	11931	5274.5	3506.25	43437.25	26123	0.555542	0.038494	304842
2	8	45	40	20	5	130	128	128	2	24	5	5	40	5	2	32	5	20	20	8	4	16	1.443304	0.088575	4327416	0.898705	111771	60394.5	40078	13398.25	5873	3917.25	48518.75	29410	0.76027	0.137257	368990
1	8	24	32	8	4	96	128	128	2	20	4	4	36	4	2	28	4	16	16	8	4	8	1.652692	0.0966	4121835	0.839068	110326.25	53528.75	38806	12980	5788	3776.75	47364.75	28622.5	0.730843	0.116281	357411
2	8	30	30	20	3	96	52	48	1	24	3	3	40	3	1	32	3	8	8	8	16	48	1.073296	0.071025	2706198	0.728937	110350.75	42528.25	36783.75	12487.75	5603	3647.25	45587.25	27317	0.665876	0.080605	332996
3	4	8	16	12	2	130	40	40	1	16	2	2	32	2	1	24	2	8	8	4	2	8	0.705588	0.040725	1624857	0.482659	123458.5	36881.25	34799.75	12028	5264	3486.5	43381	25916.25	0.463201	0.04218	303661
2	4	24	32	20	1	96	64	60	1	16	1	1	32	1	1	24	1	24	24	4	2	8	0.768144	0.04385	1664677	0.574157	115273.5	37497.25	35023	12034.75	5295.25	3520	43678.5	26233.75	0.547519	0.040687	301184
1	8	30	30	20	5	105	100	96	2	12	5	5	20	5	2	16	5	24	24	8	4	8	1.732963	0.10625	4332077	0.87042	111348.25	59024.75	39677.5	13358.75	5868.25	3852.5	48324.75	29203.5	0.746385	0.123032	356692
2	8	24	32	12	4	120	80	64	2	20	4	4	36	4	2	28	4	20	20	8	2	8	1.402748	0.06925	3385280	0.836656	111686.5	56624	39368	13310	5824.5	3839.75	48039.75	29007.75	0.719496	0.113597	345506
2	8	30	30	8	3	96	80	64	1	10	3	3	14	3	1	12	3	20	20	8	4	16	1.213896	0.052875	2292791	0.855898	110006.75	52610	38850	13071.25	5794.75	3781.5	47464.75	28706	0.746143	0.086531	332529
1	4	16	32	16	2	32	52	48	1	12	2	2	20	2	1	16	2	16	16	4	2	8	1.152725	0.052575	1837614	0.677371	110108.25	41017.25	36247.5	12505.25	5479.5	3577	44949.5	26921.25	0.62465	0.048994	302146
1	4	16	32	12	1	105	80	64	1	14	1	1	26	1	1	20	1	20	20	4	8	32	0.813664	0.058675	1943071	0.57906	115235.75	37661	34999.25	12003.5	5300.5	3513	43689.5	26302.25	0.552942	0.042175	306531
3	8	45	40	12	5	130	128	128	2	14	5	5	26	5	2	20	5	16	16	8	4	8	1.268728	0.076625	3998517	0.926851	124639.75	68854.75	44769.25	14118	6455.5	4602.25	52866.5	32888.25	0.712382	0.13288	366840
3	8	24	32	12	4	84	52	48	2	24	4	4	40	4	2	32	4	20	20	8	4	16	1.140715	0.069775	3339234	0.789179	117029	50702.25	39954.5	13332.25	5764.75	3975.5	48222	29476.75	0.666346	0.107432	345466
2	8	24	32	16	3	96	128	128	1	10	3	3	14	3	1	12	3	8	8	8	8	32	1.082672	0.0631	2643070	0.731923	110328	43130.5	36849.75	12535.5	5615.25	3671.75	45741.25	27379	0.667566	0.078006	336789
