1	8	4	12	5	105	1	0	3	2	1.29012	0.069725	3519210	0.909851	0.18758	377858
1	8	4	8	4	64	6	0	0	3	1.186428	0.064125	3024789	0.813921	0.151364	373349
0	8	5	8	3	96	1	3	0	2	1.249056	0.085475	3000502	0.805574	0.153421	375899
1	4	2	12	2	96	5	6	3	0	0.745642	0.043175	1773124	0.543819	0.089157	346723
1	4	3	16	1	64	4	4	1	4	0.768231	0.0436	1590355	0.657985	0.09867	347573
0	8	6	12	5	105	3	6	3	0	1.691301	0.105	4612423	0.784325	0.165545	372953
2	8	1	20	4	84	5	0	0	4	0.677016	0.061625	2946612	0.58524	0.124368	374650
2	8	6	20	3	84	3	1	5	0	1.12387	0.0693	2921911	0.730571	0.151114	369918
1	4	5	12	2	64	5	0	0	2	0.744168	0.03885	1531933	0.603415	0.09191	347922
0	4	2	8	1	128	4	2	3	2	0.813053	0.059625	2032782	0.657814	0.106423	354799
1	8	4	8	5	120	5	1	1	2	0	0	3067341	0.618798	0.120551	379078
0	8	4	8	4	120	5	6	3	2	0.755014	0.0928	3802836	0.619244	0.118452	379012
1	8	5	12	3	96	6	6	5	0	1.194567	0.05765	2410053	0.765469	0.151413	371165
1	4	0	16	2	64	0	0	1	3	0.985659	0.04725	1753293	0.609149	0.099823	348543
2	4	2	16	1	84	2	3	5	1	0.735707	0.052675	1831614	0.624766	0.101149	349706
2	8	4	16	5	120	3	2	1	4	1.26762	0.08135	4087010	0.835006	0.185193	378811
1	8	3	16	4	120	6	1	2	0	1.388141	0.06765	3272367	0.76686	0.15619	373993
1	8	6	8	3	105	6	2	4	0	1.204835	0.05755	2554890	0.771552	0.149179	372496
0	4	5	16	2	32	3	2	2	1	1.162858	0.0684	2336944	0.842194	0.126499	344551
1	4	3	12	1	128	0	4	0	4	0.756851	0.0378	1473635	0.654064	0.100375	354182
0	8	4	8	5	120	6	2	2	0	1.604264	0.0935	3838504	0.772436	0.156941	374294
1	8	2	16	4	84	5	0	3	1	0.702348	0.06135	3060482	0.6063	0.126082	375001
0	8	5	20	3	96	2	5	1	3	1.386896	0.10245	3423378	0.891521	0.173549	376522
0	4	4	12	2	84	3	3	3	4	1.223509	0.069325	2463698	0.877532	0.134832	350083
2	4	5	20	1	128	1	1	3	4	0.734639	0.04945	1822060	0.642413	0.102422	354532
1	8	6	8	5	105	3	0	3	1	1.291342	0.06885	3754690	0.905823	0.19065	377590
1	8	2	8	4	96	1	1	4	2	1.428697	0.095	3452418	0.819959	0.169278	376627
1	8	5	16	3	84	0	1	4	4	1.110604	0.059475	2481155	0.822757	0.159185	374846
1	4	0	8	2	96	5	5	0	2	0.741649	0.038625	1564296	0.564676	0.094609	351247
1	4	1	8	1	130	4	2	4	3	0.766827	0.0542	1962689	0.657194	0.106792	355625
1	8	5	12	5	130	1	3	5	2	1.423916	0.076725	3705190	0.888279	0.186622	380244
1	8	2	12	4	128	3	3	4	4	1.479757	0.10725	4060019	0.813153	0.170802	379758
2	8	2	8	3	84	0	2	2	3	1.040928	0.06505	2617561	0.730569	0.151628	375395
2	4	2	12	2	96	5	3	3	1	0.702345	0.046975	1894088	0.580643	0.096236	351330
1	4	2	16	1	64	4	6	0	4	0.757222	0.046	1602981	0.638748	0.099014	347459
2	8	6	16	5	120	1	0	0	2	1.093684	0.071075	3491658	0.785773	0.16471	378964
1	8	4	8	4	64	2	1	2	0	1.399288	0.06305	3304094	0.767445	0.151959	368172
1	8	2	16	3	84	6	0	2	0	1.178022	0.053975	2277345	0.714558	0.145424	369983
2	4	1	8	2	64	5	3	4	1	0.702148	0.044125	1855024	0.580666	0.095163	348117
2	4	4	8	1	128	4	4	3	2	0.735829	0.046225	1770744	0.647228	0.100544	354799
2	8	4	8	5	105	1	4	1	1	1.253336	0.065925	3309580	0.841275	0.185053	377354
1	8	1	16	4	84	1	3	2	1	1.428059	0.074325	3525713	0.815948	0.167007	374886
1	8	2	16	3	120	6	1	4	2	1.188833	0.063475	2645641	0.806252	0.164861	378857
1	4	5	16	2	64	3	3	4	4	1.090667	0.05845	2278692	0.864743	0.134417	348117
1	4	6	8	1	120	2	2	4	0	0.768285	0.04705	1809933	0.60191	0.093064	349134
1	8	5	20	5	130	2	2	5	4	1.442238	0.0816	3887017	0.88843	0.186763	379977
2	8	2	12	4	32	4	6	0	2	1.089636	0.07	3414405	0.719374	0.148632	369502
1	8	6	12	3	105	6	3	1	2	1.200628	0.062325	2620157	0.895396	0.168529	377054
2	4	3	20	2	130	0	0	5	3	0.912981	0.054275	2062995	0.764062	0.125176	355530
0	4	5	8	1	105	2	1	0	0	0.803599	0.0547	1784311	0.576198	0.088991	347216
2	8	5	8	5	105	6	5	4	1	1.257902	0.096425	3572312	0.842858	0.184858	377701
1	8	4	12	4	64	2	5	3	1	1.429975	0.070775	3564204	0.908101	0.177045	372924
2	8	5	16	3	96	1	6	4	0	1.126256	0.0663	2799598	0.741417	0.159387	371457
1	4	1	12	2	64	2	6	1	2	1.078131	0.048975	1950943	0.798432	0.125102	348037
0	4	3	12	1	96	1	4	2	4	0.815733	0.054825	1915667	0.666159	0.101595	351018
1	8	4	16	5	105	1	6	2	4	1.423689	0.076225	3676783	0.909517	0.186529	377475
2	8	1	16	4	32	4	1	0	2	1.080229	0.06875	3316354	0.719374	0.148632	369502
1	8	5	12	3	105	6	5	5	2	1.189913	0.058975	2472407	0.881514	0.172994	377109
1	4	1	12	2	120	4	4	0	4	0.958004	0.0408	1678502	0.756597	0.120533	353476
1	4	5	20	1	32	6	0	5	4	0.767104	0.03805	1521027	0.655164	0.096814	344290
0	8	5	12	5	105	1	2	3	3	1.717571	0.10825	4387261	0.902409	0.187962	378366
2	8	2	20	4	96	1	5	4	2	1.296461	0.10775	3865428	0.779125	0.167705	376627
2	8	6	16	3	84	0	3	3	4	1.042782	0.065025	2748959	0.793586	0.155372	374734
1	4	5	20	2	64	2	5	4	3	1.086915	0.064825	2339971	0.869519	0.135141	348890
0	4	3	8	1	120	3	5	4	1	0.815574	0.061075	2222342	0.6739	0.104655	353741
0	8	4	20	5	130	2	3	4	1	1.743626	0.146	4896650	0.920873	0.194179	380268
0	8	3	16	4	128	6	6	2	2	1.646545	0.102725	4056960	0.888406	0.179006	379799
1	8	2	20	3	84	5	4	1	3	0.739359	0.063125	2490568	0.59787	0.122116	375275
0	4	4	12	2	64	0	1	5	1	1.153648	0.057175	1925504	0.809955	0.120221	347825
2	4	1	8	1	105	0	0	0	1	0.721865	0.0351	1410844	0.613947	0.099482	351823
1	8	4	16	5	105	3	1	5	0	1.427622	0.07685	3840045	0.774267	0.15927	372773
2	8	1	16	4	120	2	1	0	2	1.08179	0.07395	3532725	0.725146	0.154351	378662
2	8	5	8	3	105	0	0	2	2	1.043926	0.0557	2367750	0.778511	0.158953	377174
0	4	3	12	2	32	1	1	3	2	1.165075	0.0587	2188109	0.838738	0.126488	344933
0	4	0	8	1	84	3	1	5	0	0.810103	0.053425	1890735	0.553146	0.092506	345099
