1	8	4	12	5	105	1	0	3	2	1.29012	0.069725	3519210
1	8	4	8	4	64	6	0	0	3	1.186428	0.064125	3024789
0	8	5	8	3	96	1	3	0	2	1.249056	0.085475	3000502
1	4	2	12	2	96	5	6	3	0	0.745642	0.043175	1773124
1	4	3	16	1	64	4	4	1	4	0.768231	0.0436	1590355
0	8	6	12	5	105	3	6	3	0	1.691301	0.105	4612423
2	8	1	20	4	84	5	0	0	4	0.677016	0.061625	2946612
2	8	6	20	3	84	3	1	5	0	1.12387	0.0693	2921911
1	4	5	12	2	64	5	0	0	2	0.744168	0.03885	1531933
0	4	2	8	1	128	4	2	3	2	0.813053	0.059625	2032782
1	8	4	8	5	120	5	1	1	2	0	0	3067341
0	8	4	8	4	120	5	6	3	2	0.755014	0.0928	3802836
1	8	5	12	3	96	6	6	5	0	1.194567	0.05765	2410053
1	4	0	16	2	64	0	0	1	3	0.985659	0.04725	1753293
2	4	2	16	1	84	2	3	5	1	0.735707	0.052675	1831614
2	8	4	16	5	120	3	2	1	4	1.26762	0.08135	4087010
1	8	3	16	4	120	6	1	2	0	1.388141	0.06765	3272367
1	8	6	8	3	105	6	2	4	0	1.204835	0.05755	2554890
0	4	5	16	2	32	3	2	2	1	1.162858	0.0684	2336944
1	4	3	12	1	128	0	4	0	4	0.756851	0.0378	1473635
0	8	4	8	5	120	6	2	2	0	1.604264	0.0935	3838504
1	8	2	16	4	84	5	0	3	1	0.702348	0.06135	3060482
0	8	5	20	3	96	2	5	1	3	1.386896	0.10245	3423378
0	4	4	12	2	84	3	3	3	4	1.223509	0.069325	2463698
2	4	5	20	1	128	1	1	3	4	0.734639	0.04945	1822060
1	8	6	8	5	105	3	0	3	1	1.291342	0.06885	3754690
1	8	2	8	4	96	1	1	4	2	1.428697	0.095	3452418
1	8	5	16	3	84	0	1	4	4	1.110604	0.059475	2481155
1	4	0	8	2	96	5	5	0	2	0.741649	0.038625	1564296
1	4	1	8	1	130	4	2	4	3	0.766827	0.0542	1962689
1	8	5	12	5	130	1	3	5	2	1.423916	0.076725	3705190
1	8	2	12	4	128	3	3	4	4	1.479757	0.10725	4060019
2	8	2	8	3	84	0	2	2	3	1.040928	0.06505	2617561
2	4	2	12	2	96	5	3	3	1	0.702345	0.046975	1894088
1	4	2	16	1	64	4	6	0	4	0.757222	0.046	1602981
2	8	6	16	5	120	1	0	0	2	1.093684	0.071075	3491658
1	8	4	8	4	64	2	1	2	0	1.399288	0.06305	3304094
1	8	2	16	3	84	6	0	2	0	1.178022	0.053975	2277345
2	4	1	8	2	64	5	3	4	1	0.702148	0.044125	1855024
2	4	4	8	1	128	4	4	3	2	0.735829	0.046225	1770744
2	8	4	8	5	105	1	4	1	1	1.253336	0.065925	3309580
1	8	1	16	4	84	1	3	2	1	1.428059	0.074325	3525713
1	8	2	16	3	120	6	1	4	2	1.188833	0.063475	2645641
1	4	5	16	2	64	3	3	4	4	1.090667	0.05845	2278692
1	4	6	8	1	120	2	2	4	0	0.768285	0.04705	1809933
1	8	5	20	5	130	2	2	5	4	1.442238	0.0816	3887017
2	8	2	12	4	32	4	6	0	2	1.089636	0.07	3414405
1	8	6	12	3	105	6	3	1	2	1.200628	0.062325	2620157
2	4	3	20	2	130	0	0	5	3	0.912981	0.054275	2062995
0	4	5	8	1	105	2	1	0	0	0.803599	0.0547	1784311
2	8	5	8	5	105	6	5	4	1	1.257902	0.096425	3572312
1	8	4	12	4	64	2	5	3	1	1.429975	0.070775	3564204
2	8	5	16	3	96	1	6	4	0	1.126256	0.0663	2799598
1	4	1	12	2	64	2	6	1	2	1.078131	0.048975	1950943
0	4	3	12	1	96	1	4	2	4	0.815733	0.054825	1915667
1	8	4	16	5	105	1	6	2	4	1.423689	0.076225	3676783
2	8	1	16	4	32	4	1	0	2	1.080229	0.06875	3316354
1	8	5	12	3	105	6	5	5	2	1.189913	0.058975	2472407
1	4	1	12	2	120	4	4	0	4	0.958004	0.0408	1678502
1	4	5	20	1	32	6	0	5	4	0.767104	0.03805	1521027
0	8	5	12	5	105	1	2	3	3	1.717571	0.10825	4387261
2	8	2	20	4	96	1	5	4	2	1.296461	0.10775	3865428
2	8	6	16	3	84	0	3	3	4	1.042782	0.065025	2748959
1	4	5	20	2	64	2	5	4	3	1.086915	0.064825	2339971
0	4	3	8	1	120	3	5	4	1	0.815574	0.061075	2222342
0	8	4	20	5	130	2	3	4	1	1.743626	0.146	4896650
0	8	3	16	4	128	6	6	2	2	1.646545	0.102725	4056960
1	8	2	20	3	84	5	4	1	3	0.739359	0.063125	2490568
0	4	4	12	2	64	0	1	5	1	1.153648	0.057175	1925504
2	4	1	8	1	105	0	0	0	1	0.721865	0.0351	1410844
1	8	4	16	5	105	3	1	5	0	1.427622	0.07685	3840045
2	8	1	16	4	120	2	1	0	2	1.08179	0.07395	3532725
2	8	5	8	3	105	0	0	2	2	1.043926	0.0557	2367750
0	4	3	12	2	32	1	1	3	2	1.165075	0.0587	2188109
0	4	0	8	1	84	3	1	5	0	0.810103	0.053425	1890735
0	8	6	8	5	120	0	0	5	4	1.317072	0.089425	3575801
1	8	4	16	4	96	0	1	2	2	1.212941	0.0692	3256434
2	8	6	12	3	84	1	5	0	2	0.999955	0.060175	2597639
0	4	2	8	2	84	2	0	5	2	1.193759	0.0548	2052599
1	4	6	8	1	64	0	5	2	3	0.76435	0.049625	1743384
0	8	6	8	5	120	3	4	2	4	1.684074	0.097075	4275179
1	8	4	20	4	32	6	3	4	3	1.338004	0.11325	3986335
1	8	5	20	3	105	3	5	5	0	1.21586	0.0693	2821290
2	4	0	8	2	128	5	2	3	0	0.705718	0.041275	1700223
2	4	6	16	1	64	0	4	0	1	0.721319	0.041775	1536101
1	8	5	12	5	130	6	1	2	4	1.389939	0.069	3318233
1	8	1	8	4	96	1	2	1	1	1.39603	0.06405	3183834
0	8	5	16	3	96	4	3	1	2	1.388044	0.0946	3234537
0	4	4	20	2	130	0	1	2	1	1.153648	0.0644	2130608
1	4	5	16	1	84	0	0	2	4	0.760557	0.041025	1523534
1	8	6	20	5	130	3	3	5	1	1.443304	0.088575	4327416
0	8	2	8	4	96	3	6	1	4	1.652692	0.0966	4121835
1	8	5	20	3	96	0	3	0	3	1.073296	0.071025	2706198
2	4	0	12	2	130	5	2	0	0	0.705588	0.040725	1624857
1	4	2	20	1	96	6	2	2	0	0.768144	0.04385	1664677
0	8	5	20	5	105	2	1	2	4	1.732963	0.10625	4332077
1	8	2	12	4	120	1	6	5	0	1.402748	0.06925	3385280
1	8	5	8	3	96	1	4	5	1	1.213896	0.052875	2292791
0	4	1	16	2	32	0	1	1	0	1.152725	0.052575	1837614
0	4	1	12	1	105	1	5	5	2	0.813664	0.058675	1943071
2	8	6	12	5	130	3	5	1	4	1.268728	0.076625	3998517
2	8	2	12	4	84	0	3	5	1	1.140715	0.069775	3339234
1	8	2	16	3	96	3	4	0	2	1.082672	0.0631	2643070
1	4	1	8	2	120	3	1	2	0	1.049184	0.04325	1889764
0	4	5	20	1	130	6	1	1	4	0.814674	0.05965	1912273
2	8	4	16	5	130	4	4	2	0	1.283306	0.0727	3601984
2	8	2	20	4	120	3	6	5	1	1.288687	0.0849	4039899
0	8	2	16	3	96	6	1	4	2	1.351096	0.091175	3140916
1	4	5	8	2	96	2	0	2	1	1.044608	0.04245	1760911
0	4	0	20	1	64	1	1	3	4	0.809068	0.05745	1924192
0	8	5	20	5	105	6	3	1	4	1.585158	0.106	4138384
1	8	3	8	4	84	3	1	0	3	1.187028	0.072	3631015
2	8	2	16	3	84	1	3	5	0	1.126426	0.0639	2666715
0	4	4	8	2	84	0	5	1	1	1.136896	0.0562	1904714
2	4	5	8	1	32	1	1	2	1	0.734137	0.040875	1565454
1	8	5	16	5	105	6	6	3	4	1.390052	0.07565	3635189
0	8	2	16	4	32	5	0	0	3	0.755773	0.09275	3510863
1	8	6	8	3	96	0	2	0	4	1.07362	0.05255	2282384
0	4	2	8	2	64	3	1	1	4	1.19248	0.05515	2109213
