Configure,Int Power,Switch Power,Leak Power,Total Power
PRTEDConfig1-benchmarks-mt-vvadd.riscv,5.76e-02,6.89e-03,3.36e-03,6.79e-02
PRTEDConfig1-benchmarks-whetstone.riscv,5.94e-02,6.22e-03,3.37e-03,6.90e-02
PRTEDConfig2-benchmarks-mt-vvadd.riscv,8.67e-02,1.23e-02,4.39e-03,0.103
PRTEDConfig2-benchmarks-whetstone.riscv,8.51e-02,9.64e-03,4.41e-03,9.91e-02
PRTEDConfig3-benchmarks-mt-vvadd.riscv,0.102,1.75e-02,4.99e-03,0.124
PRTEDConfig3-benchmarks-whetstone.riscv,9.66e-02,1.35e-02,5.03e-03,0.115
PRTEDConfig4-benchmarks-mt-vvadd.riscv,4.78e-02,6.42e-03,2.42e-03,5.66e-02
PRTEDConfig4-benchmarks-whetstone.riscv,5.06e-02,6.09e-03,2.43e-03,5.91e-02
PRTEDConfig5-benchmarks-mt-vvadd.riscv,4.97e-02,6.35e-03,2.75e-03,5.88e-02
PRTEDConfig5-benchmarks-whetstone.riscv,5.19e-02,5.98e-03,2.76e-03,6.07e-02
PRTEDConfig6-benchmarks-mt-vvadd.riscv,5.35e-02,6.67e-03,3.12e-03,6.33e-02
PRTEDConfig6-benchmarks-whetstone.riscv,5.52e-02,6.01e-03,3.14e-03,6.44e-02
PRTEDConfig7-benchmarks-mt-vvadd.riscv,5.11e-02,6.97e-03,2.96e-03,6.10e-02
PRTEDConfig7-benchmarks-whetstone.riscv,5.25e-02,6.08e-03,2.98e-03,6.16e-02
PRTEDConfig8-benchmarks-mt-vvadd.riscv,4.25e-02,5.73e-03,2.08e-03,5.03e-02
PRTEDConfig8-benchmarks-whetstone.riscv,4.45e-02,5.33e-03,2.09e-03,5.19e-02
PRTEDConfig9-benchmarks-mt-vvadd.riscv,5.70e-02,7.11e-03,2.73e-03,6.68e-02
PRTEDConfig9-benchmarks-whetstone.riscv,5.60e-02,5.66e-03,2.74e-03,6.44e-02
PRTEDConfig10-benchmarks-mt-vvadd.riscv,6.71e-02,1.11e-02,3.28e-03,8.15e-02
PRTEDConfig10-benchmarks-whetstone.riscv,6.69e-02,9.44e-03,3.30e-03,7.97e-02
PRTEDConfig11-benchmarks-mt-vvadd.riscv,7.40e-02,1.13e-02,3.71e-03,8.90e-02
PRTEDConfig11-benchmarks-whetstone.riscv,7.45e-02,9.56e-03,3.72e-03,8.78e-02
PRTEDConfig12-benchmarks-mt-vvadd.riscv,5.42e-02,7.69e-03,3.32e-03,6.52e-02
PRTEDConfig12-benchmarks-whetstone.riscv,5.44e-02,5.99e-03,3.35e-03,6.38e-02
PRTEDConfig13-benchmarks-mt-vvadd.riscv,8.61e-02,1.27e-02,4.75e-03,0.104
PRTEDConfig13-benchmarks-whetstone.riscv,8.29e-02,1.01e-02,4.77e-03,9.78e-02
PRTEDConfig14-benchmarks-mt-vvadd.riscv,7.93e-02,1.36e-02,4.47e-03,9.74e-02
PRTEDConfig14-benchmarks-whetstone.riscv,7.76e-02,1.14e-02,4.50e-03,9.35e-02
PRTEDConfig15-benchmarks-mt-vvadd.riscv,7.60e-02,1.08e-02,3.90e-03,9.07e-02
PRTEDConfig15-benchmarks-whetstone.riscv,7.69e-02,9.92e-03,3.92e-03,9.07e-02
PRTEDConfig16-benchmarks-mt-vvadd.riscv,8.69e-02,1.38e-02,4.84e-03,0.106
PRTEDConfig16-benchmarks-whetstone.riscv,8.67e-02,1.18e-02,4.87e-03,0.103
PRTEDConfig17-benchmarks-mt-vvadd.riscv,6.96e-02,1.16e-02,3.39e-03,8.45e-02
PRTEDConfig17-benchmarks-whetstone.riscv,6.94e-02,9.58e-03,3.41e-03,8.24e-02
PRTEDConfig18-benchmarks-mt-vvadd.riscv,6.45e-02,7.22e-03,3.79e-03,7.55e-02
PRTEDConfig18-benchmarks-whetstone.riscv,6.63e-02,6.27e-03,3.80e-03,7.64e-02
PRTEDConfig19-benchmarks-mt-vvadd.riscv,7.80e-02,1.16e-02,4.36e-03,9.39e-02
PRTEDConfig19-benchmarks-whetstone.riscv,7.68e-02,8.76e-03,4.40e-03,8.99e-02
PRTEDConfig20-benchmarks-mt-vvadd.riscv,5.27e-02,7.49e-03,2.91e-03,6.31e-02
PRTEDConfig20-benchmarks-whetstone.riscv,5.25e-02,6.01e-03,2.92e-03,6.15e-02
PRTEDConfig21-benchmarks-mt-vvadd.riscv,8.26e-02,1.33e-02,4.58e-03,0.100
PRTEDConfig21-benchmarks-whetstone.riscv,8.22e-02,1.12e-02,4.61e-03,9.80e-02
PRTEDConfig22-benchmarks-mt-vvadd.riscv,0.103,1.68e-02,5.03e-03,0.124
PRTEDConfig22-benchmarks-whetstone.riscv,0.103,1.48e-02,5.06e-03,0.123
PRTEDConfig23-benchmarks-mt-vvadd.riscv,6.74e-02,1.09e-02,3.61e-03,8.19e-02
PRTEDConfig23-benchmarks-whetstone.riscv,6.76e-02,9.14e-03,3.63e-03,8.04e-02
PRTEDConfig24-benchmarks-mt-vvadd.riscv,7.43e-02,1.17e-02,4.36e-03,9.03e-02
PRTEDConfig24-benchmarks-whetstone.riscv,7.23e-02,9.19e-03,4.40e-03,8.59e-02
PRTEDConfig25-benchmarks-mt-vvadd.riscv,6.00e-02,1.04e-02,2.95e-03,7.34e-02
PRTEDConfig25-benchmarks-whetstone.riscv,6.03e-02,9.07e-03,2.97e-03,7.24e-02
PRTEDConfig26-benchmarks-mt-vvadd.riscv,5.40e-02,8.00e-03,3.24e-03,6.52e-02
PRTEDConfig26-benchmarks-whetstone.riscv,5.44e-02,6.70e-03,3.26e-03,6.44e-02
PRTEDConfig27-benchmarks-mt-vvadd.riscv,5.71e-02,7.61e-03,4.13e-03,6.88e-02
PRTEDConfig27-benchmarks-whetstone.riscv,5.84e-02,6.63e-03,4.16e-03,6.92e-02
PRTEDConfig28-benchmarks-mt-vvadd.riscv,8.40e-02,1.23e-02,4.99e-03,0.101
PRTEDConfig28-benchmarks-whetstone.riscv,8.24e-02,9.31e-03,5.03e-03,9.67e-02
PRTEDConfig29-benchmarks-mt-vvadd.riscv,6.26e-02,1.02e-02,3.15e-03,7.60e-02
PRTEDConfig29-benchmarks-whetstone.riscv,6.41e-02,9.26e-03,3.17e-03,7.65e-02
PRTEDConfig30-benchmarks-mt-vvadd.riscv,6.73e-02,1.05e-02,3.22e-03,8.10e-02
PRTEDConfig30-benchmarks-whetstone.riscv,6.99e-02,9.89e-03,3.23e-03,8.30e-02
PRTEDConfig31-benchmarks-mt-vvadd.riscv,6.35e-02,9.74e-03,3.26e-03,7.65e-02
PRTEDConfig31-benchmarks-whetstone.riscv,6.65e-02,9.72e-03,3.27e-03,7.95e-02
PRTEDConfig32-benchmarks-mt-vvadd.riscv,5.63e-02,9.57e-03,2.61e-03,6.85e-02
PRTEDConfig32-benchmarks-whetstone.riscv,5.79e-02,9.10e-03,2.62e-03,6.96e-02
PRTEDConfig33-benchmarks-mt-vvadd.riscv,6.16e-02,1.02e-02,2.76e-03,7.45e-02
PRTEDConfig33-benchmarks-whetstone.riscv,6.27e-02,9.41e-03,2.77e-03,7.49e-02
PRTEDConfig34-benchmarks-mt-vvadd.riscv,4.52e-02,6.44e-03,2.48e-03,5.41e-02
PRTEDConfig34-benchmarks-whetstone.riscv,4.61e-02,5.44e-03,2.49e-03,5.40e-02
PRTEDConfig35-benchmarks-mt-vvadd.riscv,8.46e-02,1.40e-02,4.25e-03,0.103
PRTEDConfig35-benchmarks-whetstone.riscv,8.66e-02,1.27e-02,4.28e-03,0.104
PRTEDConfig36-benchmarks-mt-vvadd.riscv,0.104,1.68e-02,4.96e-03,0.126
PRTEDConfig36-benchmarks-whetstone.riscv,0.105,1.48e-02,4.99e-03,0.124
PRTEDConfig37-benchmarks-mt-vvadd.riscv,5.92e-02,8.38e-03,3.65e-03,7.13e-02
PRTEDConfig37-benchmarks-whetstone.riscv,5.98e-02,6.94e-03,3.67e-03,7.04e-02
PRTEDConfig38-benchmarks-mt-vvadd.riscv,6.65e-02,9.71e-03,3.37e-03,7.96e-02
PRTEDConfig38-benchmarks-whetstone.riscv,6.54e-02,7.21e-03,3.39e-03,7.60e-02
PRTEDConfig39-benchmarks-mt-vvadd.riscv,5.62e-02,8.34e-03,3.57e-03,6.81e-02
PRTEDConfig39-benchmarks-whetstone.riscv,5.62e-02,6.45e-03,3.60e-03,6.62e-02
PRTEDConfig40-benchmarks-mt-vvadd.riscv,5.23e-02,6.70e-03,2.89e-03,6.19e-02
PRTEDConfig40-benchmarks-whetstone.riscv,5.37e-02,5.86e-03,2.91e-03,6.24e-02
PRTEDConfig41-benchmarks-mt-vvadd.riscv,8.37e-02,1.47e-02,4.55e-03,0.103
PRTEDConfig41-benchmarks-whetstone.riscv,8.05e-02,1.13e-02,4.59e-03,9.64e-02
PRTEDConfig42-benchmarks-mt-vvadd.riscv,5.02e-02,6.17e-03,2.49e-03,5.89e-02
PRTEDConfig42-benchmarks-whetstone.riscv,5.23e-02,5.75e-03,2.50e-03,6.06e-02
PRTEDConfig43-benchmarks-mt-vvadd.riscv,0.103,1.51e-02,5.73e-03,0.124
PRTEDConfig43-benchmarks-whetstone.riscv,0.104,1.30e-02,5.75e-03,0.123
PRTEDConfig44-benchmarks-mt-vvadd.riscv,7.00e-02,8.96e-03,4.02e-03,8.30e-02
PRTEDConfig44-benchmarks-whetstone.riscv,6.94e-02,7.24e-03,4.05e-03,8.07e-02
PRTEDConfig45-benchmarks-mt-vvadd.riscv,8.61e-02,1.19e-02,4.47e-03,0.103
PRTEDConfig45-benchmarks-whetstone.riscv,8.65e-02,1.05e-02,4.49e-03,0.101
PRTEDConfig46-benchmarks-mt-vvadd.riscv,8.42e-02,1.23e-02,4.64e-03,0.101
PRTEDConfig46-benchmarks-whetstone.riscv,8.46e-02,1.07e-02,4.65e-03,1.00e-01
PRTEDConfig47-benchmarks-mt-vvadd.riscv,8.71e-02,1.33e-02,5.00e-03,0.105
PRTEDConfig47-benchmarks-whetstone.riscv,8.59e-02,1.05e-02,5.03e-03,0.101
PRTEDConfig48-benchmarks-mt-vvadd.riscv,5.46e-02,7.38e-03,2.78e-03,6.48e-02
PRTEDConfig48-benchmarks-whetstone.riscv,5.38e-02,5.72e-03,2.79e-03,6.24e-02
PRTEDConfig49-benchmarks-mt-vvadd.riscv,5.69e-02,8.06e-03,3.16e-03,6.81e-02
PRTEDConfig49-benchmarks-whetstone.riscv,5.73e-02,6.51e-03,3.19e-03,6.70e-02
PRTEDConfig50-benchmarks-mt-vvadd.riscv,6.67e-02,1.05e-02,3.27e-03,8.05e-02
PRTEDConfig50-benchmarks-whetstone.riscv,6.87e-02,9.75e-03,3.28e-03,8.17e-02
PRTEDConfig51-benchmarks-mt-vvadd.riscv,5.12e-02,7.71e-03,2.70e-03,6.16e-02
PRTEDConfig51-benchmarks-whetstone.riscv,5.14e-02,6.33e-03,2.72e-03,6.04e-02
PRTEDConfig52-benchmarks-mt-vvadd.riscv,4.54e-02,5.72e-03,2.45e-03,5.36e-02
PRTEDConfig52-benchmarks-whetstone.riscv,4.73e-02,5.33e-03,2.47e-03,5.51e-02
PRTEDConfig53-benchmarks-mt-vvadd.riscv,8.19e-02,1.41e-02,4.56e-03,0.101
PRTEDConfig53-benchmarks-whetstone.riscv,8.00e-02,1.18e-02,4.59e-03,9.64e-02
PRTEDConfig54-benchmarks-mt-vvadd.riscv,6.89e-02,1.07e-02,3.41e-03,8.30e-02
PRTEDConfig54-benchmarks-whetstone.riscv,7.03e-02,9.57e-03,3.43e-03,8.33e-02
PRTEDConfig55-benchmarks-mt-vvadd.riscv,5.96e-02,7.58e-03,3.55e-03,7.07e-02
PRTEDConfig55-benchmarks-whetstone.riscv,6.00e-02,6.28e-03,3.56e-03,6.99e-02
PRTEDConfig56-benchmarks-mt-vvadd.riscv,9.18e-02,1.38e-02,5.14e-03,0.111
PRTEDConfig56-benchmarks-whetstone.riscv,9.12e-02,1.14e-02,5.18e-03,0.108
PRTEDConfig57-benchmarks-mt-vvadd.riscv,5.53e-02,7.28e-03,2.87e-03,6.54e-02
PRTEDConfig57-benchmarks-whetstone.riscv,5.46e-02,5.61e-03,2.89e-03,6.31e-02
PRTEDConfig58-benchmarks-mt-vvadd.riscv,7.08e-02,1.03e-02,4.24e-03,8.54e-02
PRTEDConfig58-benchmarks-whetstone.riscv,7.11e-02,8.24e-03,4.27e-03,8.37e-02
PRTEDConfig59-benchmarks-mt-vvadd.riscv,7.00e-02,1.16e-02,4.21e-03,8.58e-02
PRTEDConfig59-benchmarks-whetstone.riscv,6.99e-02,9.65e-03,4.23e-03,8.37e-02
PRTEDConfig60-benchmarks-mt-vvadd.riscv,4.87e-02,7.13e-03,2.51e-03,5.84e-02
PRTEDConfig60-benchmarks-whetstone.riscv,4.93e-02,5.77e-03,2.52e-03,5.76e-02
PRTEDConfig61-benchmarks-mt-vvadd.riscv,7.55e-02,1.25e-02,4.23e-03,9.23e-02
PRTEDConfig61-benchmarks-whetstone.riscv,7.45e-02,1.01e-02,4.25e-03,8.89e-02
PRTEDConfig62-benchmarks-mt-vvadd.riscv,9.92e-02,1.68e-02,4.93e-03,0.121
PRTEDConfig62-benchmarks-whetstone.riscv,9.89e-02,1.41e-02,4.97e-03,0.118
PRTEDConfig63-benchmarks-mt-vvadd.riscv,4.29e-02,5.73e-03,2.23e-03,5.09e-02
PRTEDConfig63-benchmarks-whetstone.riscv,4.51e-02,5.35e-03,2.24e-03,5.27e-02
PRTEDConfig64-benchmarks-mt-vvadd.riscv,6.61e-02,9.97e-03,3.56e-03,7.96e-02
PRTEDConfig64-benchmarks-whetstone.riscv,6.82e-02,9.42e-03,3.58e-03,8.12e-02
PRTEDConfig65-benchmarks-mt-vvadd.riscv,6.32e-02,8.81e-03,3.33e-03,7.54e-02
PRTEDConfig65-benchmarks-whetstone.riscv,6.28e-02,7.00e-03,3.36e-03,7.31e-02
PRTEDConfig66-benchmarks-mt-vvadd.riscv,7.57e-02,1.10e-02,3.72e-03,9.05e-02
PRTEDConfig66-benchmarks-whetstone.riscv,7.64e-02,9.55e-03,3.74e-03,8.97e-02
PRTEDConfig67-benchmarks-mt-vvadd.riscv,7.49e-02,9.91e-03,4.45e-03,8.92e-02
PRTEDConfig67-benchmarks-whetstone.riscv,7.42e-02,7.95e-03,4.48e-03,8.67e-02
PRTEDConfig68-benchmarks-mt-vvadd.riscv,5.27e-02,6.40e-03,3.02e-03,6.21e-02
PRTEDConfig68-benchmarks-whetstone.riscv,5.36e-02,5.43e-03,3.04e-03,6.20e-02
PRTEDConfig69-benchmarks-mt-vvadd.riscv,4.98e-02,7.62e-03,2.64e-03,6.00e-02
PRTEDConfig69-benchmarks-whetstone.riscv,5.02e-02,6.21e-03,2.66e-03,5.90e-02
PRTEDConfig70-benchmarks-mt-vvadd.riscv,7.16e-02,1.16e-02,3.83e-03,8.70e-02
PRTEDConfig70-benchmarks-whetstone.riscv,7.22e-02,1.00e-02,3.84e-03,8.60e-02
PRTEDConfig71-benchmarks-mt-vvadd.riscv,5.06e-02,6.99e-03,2.77e-03,6.03e-02
PRTEDConfig71-benchmarks-whetstone.riscv,5.15e-02,5.71e-03,2.79e-03,6.00e-02
PRTEDConfig72-benchmarks-mt-vvadd.riscv,7.99e-02,1.17e-02,4.61e-03,9.62e-02
PRTEDConfig72-benchmarks-whetstone.riscv,8.14e-02,1.05e-02,4.62e-03,9.65e-02
PRTEDConfig73-benchmarks-mt-vvadd.riscv,6.22e-02,7.55e-03,3.31e-03,7.31e-02
PRTEDConfig73-benchmarks-whetstone.riscv,6.16e-02,6.16e-03,3.32e-03,7.10e-02
PRTEDConfig74-benchmarks-mt-vvadd.riscv,6.28e-02,9.12e-03,3.65e-03,7.56e-02
PRTEDConfig74-benchmarks-whetstone.riscv,6.21e-02,7.16e-03,3.68e-03,7.30e-02
PRTEDConfig75-benchmarks-mt-vvadd.riscv,6.04e-02,8.41e-03,3.63e-03,7.24e-02
PRTEDConfig75-benchmarks-whetstone.riscv,6.19e-02,7.09e-03,3.66e-03,7.27e-02
PRTEDConfig76-benchmarks-mt-vvadd.riscv,5.03e-02,6.71e-03,2.64e-03,5.96e-02
PRTEDConfig76-benchmarks-whetstone.riscv,5.09e-02,5.47e-03,2.65e-03,5.91e-02
PRTEDConfig77-benchmarks-mt-vvadd.riscv,6.60e-02,7.69e-03,3.51e-03,7.72e-02
PRTEDConfig77-benchmarks-whetstone.riscv,6.65e-02,6.04e-03,3.53e-03,7.61e-02
PRTEDConfig78-benchmarks-mt-vvadd.riscv,6.77e-02,9.77e-03,4.32e-03,8.18e-02
PRTEDConfig78-benchmarks-whetstone.riscv,6.66e-02,7.82e-03,4.35e-03,7.88e-02
PRTEDConfig79-benchmarks-mt-vvadd.riscv,7.36e-02,9.39e-03,4.41e-03,8.74e-02
PRTEDConfig79-benchmarks-whetstone.riscv,7.25e-02,7.20e-03,4.45e-03,8.41e-02
PRTEDConfig80-benchmarks-mt-vvadd.riscv,6.72e-02,1.13e-02,3.82e-03,8.22e-02
PRTEDConfig80-benchmarks-whetstone.riscv,6.72e-02,9.59e-03,3.85e-03,8.06e-02
PRTEDConfig81-benchmarks-mt-vvadd.riscv,9.11e-02,1.37e-02,4.66e-03,0.109
PRTEDConfig81-benchmarks-whetstone.riscv,9.05e-02,1.16e-02,4.68e-03,0.107
PRTEDConfig82-benchmarks-mt-vvadd.riscv,5.39e-02,8.34e-03,2.91e-03,6.52e-02
PRTEDConfig82-benchmarks-whetstone.riscv,5.33e-02,6.28e-03,2.93e-03,6.26e-02
PRTEDConfig83-benchmarks-mt-vvadd.riscv,7.12e-02,1.00e-02,3.82e-03,8.50e-02
PRTEDConfig83-benchmarks-whetstone.riscv,7.06e-02,7.49e-03,3.86e-03,8.19e-02
PRTEDConfig84-benchmarks-mt-vvadd.riscv,5.31e-02,6.57e-03,2.68e-03,6.23e-02
PRTEDConfig84-benchmarks-whetstone.riscv,5.53e-02,6.31e-03,2.69e-03,6.43e-02
PRTEDConfig85-benchmarks-mt-vvadd.riscv,5.95e-02,9.15e-03,3.29e-03,7.19e-02
PRTEDConfig85-benchmarks-whetstone.riscv,5.91e-02,7.00e-03,3.30e-03,6.94e-02
PRTEDConfig86-benchmarks-mt-vvadd.riscv,6.08e-02,8.35e-03,3.55e-03,7.27e-02
PRTEDConfig86-benchmarks-whetstone.riscv,6.23e-02,6.91e-03,3.58e-03,7.28e-02
PRTEDConfig87-benchmarks-mt-vvadd.riscv,6.35e-02,1.07e-02,3.40e-03,7.77e-02
PRTEDConfig87-benchmarks-whetstone.riscv,6.48e-02,9.61e-03,3.43e-03,7.78e-02
PRTEDConfig88-benchmarks-mt-vvadd.riscv,9.51e-02,1.47e-02,5.36e-03,0.115
PRTEDConfig88-benchmarks-whetstone.riscv,9.32e-02,1.20e-02,5.40e-03,0.111
PRTEDConfig89-benchmarks-mt-vvadd.riscv,5.68e-02,8.13e-03,3.52e-03,6.84e-02
PRTEDConfig89-benchmarks-whetstone.riscv,5.70e-02,6.53e-03,3.54e-03,6.70e-02
PRTEDConfig90-benchmarks-mt-vvadd.riscv,7.96e-02,1.28e-02,4.37e-03,9.67e-02
PRTEDConfig90-benchmarks-whetstone.riscv,7.91e-02,1.07e-02,4.40e-03,9.42e-02
PRTEDConfig91-benchmarks-mt-vvadd.riscv,6.38e-02,1.00e-02,3.33e-03,7.72e-02
PRTEDConfig91-benchmarks-whetstone.riscv,6.64e-02,9.62e-03,3.35e-03,7.94e-02
PRTEDConfig92-benchmarks-mt-vvadd.riscv,6.06e-02,1.03e-02,3.00e-03,7.39e-02
PRTEDConfig92-benchmarks-whetstone.riscv,6.12e-02,9.26e-03,3.01e-03,7.35e-02
PRTEDConfig93-benchmarks-mt-vvadd.riscv,5.19e-02,6.99e-03,3.15e-03,6.20e-02
PRTEDConfig93-benchmarks-whetstone.riscv,5.26e-02,5.70e-03,3.16e-03,6.14e-02
PRTEDConfig94-benchmarks-mt-vvadd.riscv,4.96e-02,7.41e-03,2.85e-03,5.98e-02
PRTEDConfig94-benchmarks-whetstone.riscv,5.05e-02,5.99e-03,2.87e-03,5.94e-02
PRTEDConfig95-benchmarks-mt-vvadd.riscv,7.03e-02,1.23e-02,3.92e-03,8.66e-02
PRTEDConfig95-benchmarks-whetstone.riscv,7.05e-02,1.04e-02,3.95e-03,8.48e-02
PRTEDConfig96-benchmarks-mt-vvadd.riscv,9.42e-02,1.46e-02,4.75e-03,0.114
PRTEDConfig96-benchmarks-whetstone.riscv,9.56e-02,1.28e-02,4.78e-03,0.113
PRTEDConfig97-benchmarks-mt-vvadd.riscv,6.86e-02,1.03e-02,3.67e-03,8.26e-02
PRTEDConfig97-benchmarks-whetstone.riscv,6.69e-02,7.80e-03,3.70e-03,7.84e-02
PRTEDConfig98-benchmarks-mt-vvadd.riscv,6.52e-02,1.09e-02,3.52e-03,7.96e-02
PRTEDConfig98-benchmarks-whetstone.riscv,6.52e-02,9.58e-03,3.53e-03,7.84e-02
PRTEDConfig99-benchmarks-mt-vvadd.riscv,6.34e-02,8.81e-03,3.33e-03,7.56e-02
PRTEDConfig99-benchmarks-whetstone.riscv,6.27e-02,6.94e-03,3.36e-03,7.30e-02
PRTEDConfig100-benchmarks-mt-vvadd.riscv,4.68e-02,6.52e-03,2.68e-03,5.60e-02
PRTEDConfig100-benchmarks-whetstone.riscv,4.90e-02,5.97e-03,2.69e-03,5.76e-02
PRTEDConfig101-benchmarks-mt-vvadd.riscv,4.93e-02,6.50e-03,2.95e-03,5.87e-02
PRTEDConfig101-benchmarks-whetstone.riscv,5.13e-02,5.89e-03,2.97e-03,6.02e-02
PRTEDConfig102-benchmarks-mt-vvadd.riscv,5.37e-02,7.44e-03,2.87e-03,6.40e-02
PRTEDConfig102-benchmarks-whetstone.riscv,5.47e-02,5.84e-03,2.89e-03,6.35e-02
PRTEDConfig103-benchmarks-mt-vvadd.riscv,7.03e-02,1.05e-02,3.77e-03,8.45e-02
PRTEDConfig103-benchmarks-whetstone.riscv,6.77e-02,7.68e-03,3.81e-03,7.92e-02
PRTEDConfig104-benchmarks-mt-vvadd.riscv,7.10e-02,1.07e-02,3.78e-03,8.55e-02
PRTEDConfig104-benchmarks-whetstone.riscv,7.33e-02,9.94e-03,3.79e-03,8.71e-02
PRTEDConfig105-benchmarks-mt-vvadd.riscv,5.00e-02,6.41e-03,3.15e-03,5.95e-02
PRTEDConfig105-benchmarks-whetstone.riscv,5.17e-02,6.00e-03,3.18e-03,6.09e-02
PRTEDConfig106-benchmarks-mt-vvadd.riscv,6.57e-02,9.26e-03,3.46e-03,7.84e-02
PRTEDConfig106-benchmarks-whetstone.riscv,6.49e-02,7.09e-03,3.49e-03,7.55e-02
PRTEDConfig107-benchmarks-mt-vvadd.riscv,5.11e-02,6.78e-03,2.76e-03,6.07e-02
PRTEDConfig107-benchmarks-whetstone.riscv,5.13e-02,5.34e-03,2.78e-03,5.94e-02
PRTEDConfig108-benchmarks-mt-vvadd.riscv,4.83e-02,6.78e-03,2.64e-03,5.77e-02
PRTEDConfig108-benchmarks-whetstone.riscv,4.96e-02,5.52e-03,2.66e-03,5.78e-02
PRTEDConfig109-benchmarks-mt-vvadd.riscv,6.49e-02,8.23e-03,3.58e-03,7.67e-02
PRTEDConfig109-benchmarks-whetstone.riscv,6.40e-02,5.97e-03,3.60e-03,7.35e-02
PRTEDConfig110-benchmarks-mt-vvadd.riscv,5.34e-02,8.11e-03,2.98e-03,6.45e-02
PRTEDConfig110-benchmarks-whetstone.riscv,5.29e-02,6.10e-03,3.01e-03,6.20e-02
PRTEDConfig111-benchmarks-mt-vvadd.riscv,4.77e-02,6.53e-03,2.66e-03,5.68e-02
PRTEDConfig111-benchmarks-whetstone.riscv,4.95e-02,5.98e-03,2.68e-03,5.82e-02
PRTEDConfig112-benchmarks-mt-vvadd.riscv,7.25e-02,9.23e-03,4.21e-03,8.59e-02
PRTEDConfig112-benchmarks-whetstone.riscv,7.27e-02,7.80e-03,4.24e-03,8.47e-02
PRTEDConfig113-benchmarks-mt-vvadd.riscv,6.99e-02,1.13e-02,3.69e-03,8.49e-02
PRTEDConfig113-benchmarks-whetstone.riscv,7.16e-02,1.01e-02,3.70e-03,8.54e-02
PRTEDConfig114-benchmarks-mt-vvadd.riscv,8.19e-02,1.42e-02,4.07e-03,0.100
PRTEDConfig114-benchmarks-whetstone.riscv,7.92e-02,1.12e-02,4.11e-03,9.45e-02
PRTEDConfig115-benchmarks-mt-vvadd.riscv,6.59e-02,8.09e-03,3.57e-03,7.75e-02
PRTEDConfig115-benchmarks-whetstone.riscv,6.47e-02,6.10e-03,3.59e-03,7.44e-02
PRTEDConfig116-benchmarks-mt-vvadd.riscv,9.46e-02,1.48e-02,4.73e-03,0.114
PRTEDConfig116-benchmarks-whetstone.riscv,9.59e-02,1.30e-02,4.76e-03,0.114
PRTEDConfig117-benchmarks-mt-vvadd.riscv,8.18e-02,1.23e-02,4.16e-03,9.83e-02
PRTEDConfig117-benchmarks-whetstone.riscv,8.33e-02,1.11e-02,4.18e-03,9.86e-02
PRTEDConfig118-benchmarks-mt-vvadd.riscv,7.95e-02,1.33e-02,4.42e-03,9.73e-02
PRTEDConfig118-benchmarks-whetstone.riscv,8.01e-02,1.10e-02,4.44e-03,9.56e-02
PRTEDConfig119-benchmarks-mt-vvadd.riscv,7.18e-02,1.00e-02,3.42e-03,8.52e-02
PRTEDConfig119-benchmarks-whetstone.riscv,7.35e-02,9.65e-03,3.43e-03,8.66e-02
PRTEDConfig120-benchmarks-mt-vvadd.riscv,7.24e-02,1.16e-02,3.67e-03,8.77e-02
PRTEDConfig120-benchmarks-whetstone.riscv,7.21e-02,9.57e-03,3.70e-03,8.54e-02
PRTEDConfig121-benchmarks-mt-vvadd.riscv,7.99e-02,1.25e-02,4.12e-03,9.65e-02
