Configure,Int Power,Switch Power,Leak Power,Total Power
CRTEDConfig313-benchmarks-mt-vvadd.riscv,5.98e-02,9.86e-03,2.80e-03,7.24e-02
CRTEDConfig313-benchmarks-whetstone.riscv,6.19e-02,9.30e-03,2.81e-03,7.40e-02
CRTEDConfig314-benchmarks-mt-vvadd.riscv,5.89e-02,9.69e-03,2.75e-03,7.14e-02
CRTEDConfig314-benchmarks-whetstone.riscv,6.18e-02,9.54e-03,2.77e-03,7.41e-02
CRTEDConfig315-benchmarks-mt-vvadd.riscv,7.46e-02,1.14e-02,3.54e-03,8.95e-02
CRTEDConfig315-benchmarks-whetstone.riscv,7.46e-02,9.91e-03,3.56e-03,8.81e-02
CRTEDConfig316-benchmarks-mt-vvadd.riscv,7.07e-02,1.02e-02,3.67e-03,8.46e-02
CRTEDConfig316-benchmarks-whetstone.riscv,7.25e-02,9.49e-03,3.69e-03,8.57e-02
CRTEDConfig317-benchmarks-mt-vvadd.riscv,5.95e-02,6.88e-03,3.42e-03,6.98e-02
CRTEDConfig317-benchmarks-whetstone.riscv,6.12e-02,6.23e-03,3.43e-03,7.08e-02
CRTEDConfig318-benchmarks-mt-vvadd.riscv,4.13e-02,6.10e-03,2.01e-03,4.94e-02
CRTEDConfig318-benchmarks-whetstone.riscv,4.38e-02,5.65e-03,2.02e-03,5.14e-02
CRTEDConfig319-benchmarks-mt-vvadd.riscv,4.64e-02,5.69e-03,2.37e-03,5.45e-02
CRTEDConfig319-benchmarks-whetstone.riscv,4.88e-02,5.46e-03,2.38e-03,5.66e-02
CRTEDConfig320-benchmarks-mt-vvadd.riscv,6.77e-02,1.03e-02,3.09e-03,8.12e-02
CRTEDConfig320-benchmarks-whetstone.riscv,6.93e-02,9.59e-03,3.10e-03,8.20e-02
CRTEDConfig321-benchmarks-mt-vvadd.riscv,6.55e-02,1.04e-02,3.05e-03,7.89e-02
CRTEDConfig321-benchmarks-whetstone.riscv,6.70e-02,9.64e-03,3.06e-03,7.97e-02
CRTEDConfig322-benchmarks-mt-vvadd.riscv,5.18e-02,6.35e-03,2.92e-03,6.11e-02
CRTEDConfig322-benchmarks-whetstone.riscv,5.39e-02,5.92e-03,2.93e-03,6.28e-02
CRTEDConfig323-benchmarks-mt-vvadd.riscv,7.32e-02,1.00e-02,3.85e-03,8.71e-02
CRTEDConfig323-benchmarks-whetstone.riscv,7.44e-02,9.55e-03,3.86e-03,8.78e-02
CRTEDConfig324-benchmarks-mt-vvadd.riscv,4.87e-02,6.07e-03,2.69e-03,5.75e-02
CRTEDConfig324-benchmarks-whetstone.riscv,5.12e-02,5.90e-03,2.69e-03,5.98e-02
CRTEDConfig325-benchmarks-mt-vvadd.riscv,5.47e-02,6.89e-03,3.20e-03,6.48e-02
CRTEDConfig325-benchmarks-whetstone.riscv,5.64e-02,6.07e-03,3.21e-03,6.56e-02
CRTEDConfig326-benchmarks-mt-vvadd.riscv,5.27e-02,7.85e-03,2.84e-03,6.34e-02
CRTEDConfig326-benchmarks-whetstone.riscv,5.18e-02,6.22e-03,2.86e-03,6.09e-02
CRTEDConfig327-benchmarks-mt-vvadd.riscv,6.30e-02,7.88e-03,3.55e-03,7.44e-02
CRTEDConfig327-benchmarks-whetstone.riscv,6.20e-02,6.08e-03,3.57e-03,7.17e-02
CRTEDConfig328-benchmarks-mt-vvadd.riscv,5.93e-02,7.96e-03,3.11e-03,7.03e-02
CRTEDConfig328-benchmarks-whetstone.riscv,5.78e-02,6.12e-03,3.13e-03,6.70e-02
CRTEDConfig329-benchmarks-mt-vvadd.riscv,6.79e-02,1.10e-02,3.32e-03,8.22e-02
CRTEDConfig329-benchmarks-whetstone.riscv,6.71e-02,9.65e-03,3.33e-03,8.01e-02
CRTEDConfig330-benchmarks-mt-vvadd.riscv,7.19e-02,1.16e-02,3.99e-03,8.75e-02
CRTEDConfig330-benchmarks-whetstone.riscv,7.08e-02,9.50e-03,4.01e-03,8.43e-02
CRTEDConfig331-benchmarks-mt-vvadd.riscv,5.02e-02,7.39e-03,2.79e-03,6.04e-02
CRTEDConfig331-benchmarks-whetstone.riscv,5.14e-02,5.97e-03,2.80e-03,6.02e-02
CRTEDConfig332-benchmarks-mt-vvadd.riscv,7.07e-02,1.13e-02,3.53e-03,8.56e-02
CRTEDConfig332-benchmarks-whetstone.riscv,6.95e-02,9.66e-03,3.55e-03,8.27e-02
CRTEDConfig333-benchmarks-mt-vvadd.riscv,7.81e-02,1.21e-02,3.85e-03,9.41e-02
CRTEDConfig333-benchmarks-whetstone.riscv,7.69e-02,9.97e-03,3.87e-03,9.07e-02
CRTEDConfig334-benchmarks-mt-vvadd.riscv,5.63e-02,6.85e-03,2.87e-03,6.61e-02
CRTEDConfig334-benchmarks-whetstone.riscv,5.76e-02,5.91e-03,2.89e-03,6.64e-02
CRTEDConfig335-benchmarks-mt-vvadd.riscv,4.98e-02,6.31e-03,2.60e-03,5.87e-02
CRTEDConfig335-benchmarks-whetstone.riscv,5.11e-02,5.40e-03,2.61e-03,5.91e-02
CRTEDConfig336-benchmarks-mt-vvadd.riscv,5.16e-02,6.80e-03,2.81e-03,6.12e-02
CRTEDConfig336-benchmarks-whetstone.riscv,5.22e-02,5.68e-03,2.83e-03,6.07e-02
CRTEDConfig337-benchmarks-mt-vvadd.riscv,6.15e-02,8.15e-03,3.22e-03,7.28e-02
CRTEDConfig337-benchmarks-whetstone.riscv,6.07e-02,6.22e-03,3.24e-03,7.01e-02
CRTEDConfig338-benchmarks-mt-vvadd.riscv,6.93e-02,1.17e-02,3.75e-03,8.47e-02
CRTEDConfig338-benchmarks-whetstone.riscv,6.85e-02,9.79e-03,3.77e-03,8.20e-02
CRTEDConfig339-benchmarks-mt-vvadd.riscv,6.48e-02,8.58e-03,3.92e-03,7.73e-02
CRTEDConfig339-benchmarks-whetstone.riscv,6.44e-02,6.57e-03,3.94e-03,7.50e-02
CRTEDConfig340-benchmarks-mt-vvadd.riscv,4.73e-02,6.85e-03,2.52e-03,5.67e-02
CRTEDConfig340-benchmarks-whetstone.riscv,4.81e-02,5.43e-03,2.54e-03,5.60e-02
CRTEDConfig341-benchmarks-mt-vvadd.riscv,6.56e-02,1.11e-02,3.66e-03,8.04e-02
CRTEDConfig341-benchmarks-whetstone.riscv,6.68e-02,9.64e-03,3.68e-03,8.01e-02
CRTEDConfig342-benchmarks-mt-vvadd.riscv,7.21e-02,9.36e-03,4.35e-03,8.58e-02
CRTEDConfig342-benchmarks-whetstone.riscv,6.99e-02,6.75e-03,4.38e-03,8.10e-02
CRTEDConfig343-benchmarks-mt-vvadd.riscv,5.50e-02,7.78e-03,2.80e-03,6.56e-02
CRTEDConfig343-benchmarks-whetstone.riscv,5.40e-02,6.03e-03,2.82e-03,6.28e-02
CRTEDConfig344-benchmarks-mt-vvadd.riscv,4.94e-02,6.39e-03,2.35e-03,5.82e-02
CRTEDConfig344-benchmarks-whetstone.riscv,5.13e-02,5.48e-03,2.36e-03,5.91e-02
CRTEDConfig345-benchmarks-mt-vvadd.riscv,8.20e-02,1.21e-02,3.92e-03,9.80e-02
CRTEDConfig345-benchmarks-whetstone.riscv,7.98e-02,1.00e-02,3.94e-03,9.38e-02
