Configure,Int Power,Switch Power,Leak Power,Total Power
SmallBoomSEConfig-benchmarks-jfdcint.riscv,7.82e-03,8.63e-04,1.62e-03,1.03e-02
SmallBoomSEConfig-benchmarks-cjpeg_wrbmp.riscv,8.46e-03,1.45e-03,1.63e-03,1.15e-02
SmallBoomSEConfig-benchmarks-h264_dec.riscv,8.73e-03,1.62e-03,1.63e-03,1.20e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-slli_200,9.69e-03,1.87e-03,1.62e-03,1.32e-02
SmallBoomSEConfig-benchmarks-expint.riscv,7.77e-03,9.29e-04,1.63e-03,1.03e-02
SmallBoomSEConfig-benchmarks-branchy.riscv,7.78e-03,7.03e-04,1.61e-03,1.01e-02
SmallBoomSEConfig-benchmarks-bsort.riscv,9.72e-03,2.14e-03,1.64e-03,1.35e-02
SmallBoomSEConfig-benchmarks-fibonacci.riscv,8.24e-03,1.16e-03,1.62e-03,1.10e-02
SmallBoomSEConfig-benchmarks-adpcm_enc.riscv,8.16e-03,1.19e-03,1.64e-03,1.10e-02
SmallBoomSEConfig-benchmarks-crc.riscv,8.68e-03,1.56e-03,1.63e-03,1.19e-02
SmallBoomSEConfig-benchmarks-statemate.riscv,8.23e-03,1.30e-03,1.63e-03,1.12e-02
SmallBoomSEConfig-benchmarks-ndes.riscv,8.14e-03,1.26e-03,1.63e-03,1.10e-02
SmallBoomSEConfig-benchmarks-huff_dec.riscv,9.25e-03,1.96e-03,1.63e-03,1.28e-02
SmallBoomSEConfig-benchmarks-rv64ua-p-amoadd_d_200,8.33e-03,1.10e-03,1.62e-03,1.11e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-jal_200,1.04e-02,1.52e-03,1.61e-03,1.35e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-xori_200,1.00e-02,2.02e-03,1.62e-03,1.36e-02
SmallBoomSEConfig-benchmarks-matrix1.riscv,2.334,0.279,1.60e-03,2.615
SmallBoomSEConfig-benchmarks-ludcmp.riscv,7.23e-03,7.03e-04,1.61e-03,9.55e-03
SmallBoomSEConfig-benchmarks-adpcm_dec.riscv,8.34e-03,1.28e-03,1.64e-03,1.13e-02
SmallBoomSEConfig-benchmarks-qurt.riscv,8.29e-03,1.31e-03,1.65e-03,1.12e-02
SmallBoomSEConfig-benchmarks-minver.riscv,7.81e-03,8.32e-04,1.62e-03,1.03e-02
SmallBoomSEConfig-benchmarks-rv64ud-p-structural_200,1.01e-02,1.79e-03,1.62e-03,1.35e-02
SmallBoomSEConfig-benchmarks-prime.riscv,8.01e-03,1.03e-03,1.62e-03,1.07e-02
SmallBoomSEConfig-benchmarks-rv64um-p-mulw_200,9.67e-03,1.85e-03,1.62e-03,1.31e-02
SmallBoomSEConfig-benchmarks-recursion.riscv,7.96e-03,8.95e-04,1.61e-03,1.05e-02
SmallBoomSEConfig-benchmarks-petrinet.riscv,8.16e-03,1.22e-03,1.62e-03,1.10e-02
SmallBoomSEConfig-benchmarks-add_int.riscv,8.70e-03,1.60e-03,1.63e-03,1.19e-02
SmallBoomSEConfig-benchmarks-lms.riscv,9.16e-03,1.69e-03,1.66e-03,1.25e-02
SmallBoomSEConfig-benchmarks-st.riscv,8.55e-03,1.42e-03,1.64e-03,1.16e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-sra_200,9.88e-03,2.04e-03,1.62e-03,1.35e-02
SmallBoomSEConfig-benchmarks-select.riscv,7.99e-03,9.37e-04,1.62e-03,1.05e-02
SmallBoomSEConfig-benchmarks-hello_world_large.riscv,8.77e-03,1.63e-03,1.63e-03,1.20e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-sw_200,9.91e-03,2.00e-03,1.62e-03,1.35e-02
SmallBoomSEConfig-benchmarks-tarai.riscv,7.80e-03,8.26e-04,1.61e-03,1.02e-02
SmallBoomSEConfig-benchmarks-rv64ud-p-move_200,9.66e-03,1.77e-03,1.63e-03,1.31e-02
SmallBoomSEConfig-benchmarks-whetstone.riscv,8.26e-03,1.18e-03,1.63e-03,1.11e-02
SmallBoomSEConfig-benchmarks-compress.riscv,7.74e-03,9.65e-04,1.62e-03,1.03e-02
SmallBoomSEConfig-benchmarks-add_int_large.riscv,8.70e-03,1.60e-03,1.63e-03,1.19e-02
SmallBoomSEConfig-benchmarks-lift.riscv,8.92e-03,1.66e-03,1.63e-03,1.22e-02
