Configure,Cycles
chipyard.TestHarness.BOOMConfig53Config-ChipTop-fft.riscv,170921
chipyard.TestHarness.BOOMConfig53Config-ChipTop-h264_dec.riscv,
chipyard.TestHarness.BOOMConfig53Config-ChipTop-mt-vvadd.riscv,110753
chipyard.TestHarness.BOOMConfig53Config-ChipTop-whetstone.riscv,41689
chipyard.TestHarness.BOOMConfig54Config-ChipTop-fft.riscv,159954
chipyard.TestHarness.BOOMConfig54Config-ChipTop-h264_dec.riscv,152143
chipyard.TestHarness.BOOMConfig54Config-ChipTop-mt-vvadd.riscv,109191
chipyard.TestHarness.BOOMConfig54Config-ChipTop-whetstone.riscv,41275
chipyard.TestHarness.BOOMConfig55Config-ChipTop-fft.riscv,163463
chipyard.TestHarness.BOOMConfig55Config-ChipTop-h264_dec.riscv,195571
chipyard.TestHarness.BOOMConfig55Config-ChipTop-mt-vvadd.riscv,114139
chipyard.TestHarness.BOOMConfig55Config-ChipTop-whetstone.riscv,41495
chipyard.TestHarness.BOOMConfig56Config-ChipTop-fft.riscv,172300
chipyard.TestHarness.BOOMConfig56Config-ChipTop-h264_dec.riscv,
chipyard.TestHarness.BOOMConfig56Config-ChipTop-mt-vvadd.riscv,106448
chipyard.TestHarness.BOOMConfig56Config-ChipTop-whetstone.riscv,41700
chipyard.TestHarness.BOOMConfig57Config-ChipTop-fft.riscv,
chipyard.TestHarness.BOOMConfig57Config-ChipTop-h264_dec.riscv,
chipyard.TestHarness.BOOMConfig57Config-ChipTop-mt-vvadd.riscv,114622
chipyard.TestHarness.BOOMConfig57Config-ChipTop-whetstone.riscv,41698
chipyard.TestHarness.BOOMConfig58Config-ChipTop-fft.riscv,139420
chipyard.TestHarness.BOOMConfig58Config-ChipTop-h264_dec.riscv,138337
chipyard.TestHarness.BOOMConfig58Config-ChipTop-mt-vvadd.riscv,103524
chipyard.TestHarness.BOOMConfig58Config-ChipTop-whetstone.riscv,41023
chipyard.TestHarness.BOOMConfig59Config-ChipTop-fft.riscv,149953
chipyard.TestHarness.BOOMConfig59Config-ChipTop-h264_dec.riscv,153959
chipyard.TestHarness.BOOMConfig59Config-ChipTop-mt-vvadd.riscv,109281
chipyard.TestHarness.BOOMConfig59Config-ChipTop-whetstone.riscv,41354
