0.000000 -0.002209 -8.552525 0.398801 -0.002209 -8.552525 0.398801 -0.002209 -8.552525 0.398801 -0.002209 -8.552525 0.398801
1.000000 -0.004559 0.182279 -0.275493 -0.003384 -4.185123 0.061654 -0.002209 0.182279 0.398801 -0.004559 -8.552525 -0.275493
2.000000 0.000505 -9.279860 0.686753 -0.002088 -5.883368 0.270020 0.000505 0.182279 0.686753 -0.004559 -9.279860 -0.275493
3.000000 -0.000720 -9.033526 0.490907 -0.001746 -6.670908 0.325242 0.000505 0.182279 0.686753 -0.004559 -9.279860 -0.275493
4.000000 0.004411 -9.705455 0.532384 -0.000514 -7.277817 0.366671 0.004411 0.182279 0.686753 -0.004559 -9.705455 -0.275493
5.000000 0.013786 -8.864717 0.481698 0.001869 -7.542301 0.385842 0.013786 0.182279 0.686753 -0.004559 -9.705455 -0.275493
6.000000 0.002963 -0.028422 0.005520 0.002025 -6.468889 0.331510 0.013786 0.182279 0.686753 -0.004559 -9.705455 -0.275493
7.000000 -0.231708 -6.492435 0.534840 -0.027191 -6.471833 0.356926 0.013786 0.182279 0.686753 -0.231708 -9.705455 -0.275493
8.000000 -0.001939 -8.888914 0.584557 -0.024386 -6.740397 0.382219 0.013786 0.182279 0.686753 -0.231708 -9.705455 -0.275493
9.000000 0.000350 -15.900966 0.502248 -0.021912 -7.656454 0.394222 0.013786 0.182279 0.686753 -0.231708 -15.900966 -0.275493
10.000000 -0.003433 -16.058998 0.404229 -0.022034 -8.407102 0.394764 0.013786 0.182279 0.686753 -0.231708 -16.058998 -0.275493
11.000000 0.000750 -12.999385 0.499897 -0.021503 -9.725267 0.472303 0.013786 -0.028422 0.686753 -0.231708 -16.058998 0.005520
12.000000 -0.224085 -6.407456 0.498195 -0.043963 -9.438027 0.453448 0.013786 -0.028422 0.584557 -0.231708 -16.058998 0.005520
13.000000 0.007120 -9.312768 0.521463 -0.043179 -9.465952 0.456503 0.013786 -0.028422 0.584557 -0.231708 -16.058998 0.005520
14.000000 0.012720 -16.880737 0.483056 -0.042348 -10.183480 0.451570 0.013786 -0.028422 0.584557 -0.231708 -16.880737 0.005520
15.000000 0.012451 -9.556411 0.505626 -0.042481 -10.252649 0.453963 0.012720 -0.028422 0.584557 -0.231708 -16.880737 0.005520
