0.000000 -0.022093 0.344748 0.398801 -0.022093 0.344748 0.398801 -0.022093 0.344748 0.398801 -0.022093 0.344748 0.398801
1.000000 -0.022563 0.362217 0.385315 -0.022328 0.353482 0.392058 -0.022093 0.362217 0.398801 -0.022563 0.344748 0.385315
2.000000 -0.022010 0.360413 0.391344 -0.022299 0.358646 0.389618 -0.021550 0.379337 0.404560 -0.023023 0.343293 0.372099
3.000000 -0.021714 0.359138 0.393335 -0.022202 0.362131 0.388330 -0.021018 0.396115 0.410204 -0.023475 0.341867 0.359147
4.000000 -0.020398 0.356544 0.396116 -0.021861 0.364333 0.387897 -0.019715 0.412557 0.415735 -0.023917 0.339619 0.346455
5.000000 -0.017233 0.355684 0.397828 -0.021050 0.365962 0.387856 -0.016564 0.428671 0.421155 -0.024350 0.337416 0.334016
6.000000 -0.016295 0.372513 0.389982 -0.020224 0.369705 0.386729 -0.013475 0.444462 0.426467 -0.024775 0.335257 0.321825
7.000000 -0.062311 0.376078 0.392879 -0.025258 0.373367 0.386133 -0.010449 0.459937 0.431673 -0.070621 0.333140 0.309879
8.000000 -0.061453 0.374779 0.396713 -0.029629 0.376419 0.386054 -0.007483 0.475103 0.436775 -0.115550 0.331067 0.298172
9.000000 -0.060154 0.359481 0.398823 -0.033419 0.377578 0.386218 -0.004576 0.489966 0.441774 -0.159581 0.316643 0.286698
10.000000 -0.059637 0.344174 0.398931 -0.037158 0.377212 0.386389 -0.001727 0.504531 0.446674 -0.202731 0.302193 0.275454
11.000000 -0.058294 0.335291 0.400951 -0.040715 0.374217 0.388107 0.001065 0.518383 0.451475 -0.245017 0.288031 0.270056
12.000000 -0.101946 0.339771 0.402896 -0.048693 0.371857 0.389414 0.003801 0.531959 0.454137 -0.286459 0.274152 0.264765
13.000000 -0.098483 0.338350 0.405267 -0.056355 0.369488 0.390756 0.006482 0.545263 0.456745 -0.327071 0.260551 0.259580
14.000000 -0.093969 0.321821 0.406823 -0.063698 0.365731 0.391972 0.009109 0.558301 0.459302 -0.366871 0.245579 0.254499
15.000000 -0.089599 0.320272 0.408799 -0.070920 0.361911 0.393212 0.011471 0.571078 0.461807 -0.405875 0.230906 0.249519
16.000000 -0.085984 0.319650 0.413646 -0.077875 0.356351 0.395718 0.013786 0.570841 0.465594 -0.444099 0.216526 0.252614
17.000000 -0.083894 0.319403 0.415780 -0.080019 0.350416 0.398145 0.016054 0.570610 0.469305 -0.480034 0.202434 0.255646
18.000000 -0.082507 0.305369 0.421792 -0.082111 0.343213 0.400788 0.018277 0.570383 0.474247 -0.515250 0.188624 0.258618
19.000000 -0.078102 0.290898 0.422667 -0.083893 0.336098 0.403304 0.020667 0.570160 0.479090 -0.549762 0.175090 0.261530
20.000000 -0.073991 0.288896 0.424143 -0.085315 0.330318 0.405954 0.023009 0.569942 0.483836 -0.583584 0.161827 0.265610
21.000000 -0.070303 0.290878 0.428558 -0.086503 0.325630 0.408841 0.025305 0.569728 0.488488 -0.616729 0.148829 0.269608
22.000000 -0.067074 0.292179 0.432817 -0.083003 0.320628 0.411957 0.027554 0.566094 0.493046 -0.604686 0.136091 0.273526
23.000000 -0.065213 0.291664 0.435076 -0.079664 0.315723 0.415059 0.029759 0.562532 0.497514 -0.592883 0.123607 0.277365
24.000000 -0.108299 0.297823 0.436417 -0.081085 0.313090 0.418138 0.031919 0.563274 0.501891 -0.625415 0.112772 0.281128
25.000000 -0.103413 0.284322 0.437512 -0.082455 0.309268 0.421126 0.034036 0.564002 0.506182 -0.657297 0.102153 0.284816
26.000000 -0.098707 0.284078 0.438686 -0.083716 0.305487 0.423744 0.036111 0.564714 0.510386 -0.688541 0.091747 0.288430
27.000000 -0.096036 0.284558 0.439818 -0.084918 0.301784 0.426260 0.038144 0.565413 0.514507 -0.719160 0.081549 0.291972
28.000000 -0.090773 0.302751 0.433675 -0.085734 0.301308 0.427558 0.040724 0.577989 0.517115 -0.749167 0.071554 0.288786
29.000000 -0.086033 0.320576 0.421177 -0.086516 0.304066 0.427517 0.043252 0.590313 0.519670 -0.778574 0.062579 0.279186
30.000000 -0.083666 0.319521 0.423844 -0.087473 0.306922 0.427592 0.045729 0.602391 0.522175 -0.807393 0.053783 0.269778
31.000000 -0.081242 0.319538 0.425899 -0.088556 0.309587 0.427430 0.048157 0.614227 0.524561 -0.835635 0.045163 0.260558
32.000000 -0.077284 0.318389 0.427104 -0.089567 0.312010 0.426959 0.050536 0.625827 0.525160 -0.863312 0.036715 0.251523
33.000000 -0.075724 0.320169 0.427983 -0.090608 0.314667 0.426349 0.052868 0.637194 0.525748 -0.890436 0.028436 0.242668
34.000000 -0.071634 0.321078 0.429246 -0.086932 0.316802 0.425730 0.055153 0.648334 0.526323 -0.872613 0.020323 0.233990
35.000000 -0.068327 0.320803 0.431280 -0.083414 0.320264 0.425202 0.057393 0.659252 0.526887 -0.855146 0.025158 0.225486
36.000000 -0.064323 0.319830 0.432579 -0.079966 0.323657 0.424684 0.059587 0.669951 0.527440 -0.838029 0.029897 0.217152
