episode,perf,power,area,mean-perf,mean-power,mean-area,max-perf,max-power,max-area,min-perf,min-power,min-area
213,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
214,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
215,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
216,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
217,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
218,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
219,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
220,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
221,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
222,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
223,-0.000523,0.019248,0.03742,0.157433,-0.71609,0.062312,0.174984,0.019248,0.065078,-0.000523,-0.797794,0.03742
224,0.049907,-0.575393,0.065078,0.144925,-0.69385,0.062312,0.174984,0.019248,0.065078,-0.000523,-0.797794,0.03742
225,0.049907,-0.575393,0.065078,0.132418,-0.67161,0.062312,0.174984,0.019248,0.065078,-0.000523,-0.797794,0.03742
226,0.049907,-0.575393,0.065078,0.11991,-0.64937,0.062312,0.174984,0.019248,0.065078,-0.000523,-0.797794,0.03742
227,0.049907,-0.575393,0.065078,0.107402,-0.627129,0.062312,0.174984,0.019248,0.065078,-0.000523,-0.797794,0.03742
228,0.049907,-0.575393,0.065078,0.094894,-0.604889,0.062312,0.174984,0.019248,0.065078,-0.000523,-0.797794,0.03742
229,0.049907,-0.575393,0.065078,0.082387,-0.582649,0.062312,0.174984,0.019248,0.065078,-0.000523,-0.797794,0.03742
230,0.049907,-0.575393,0.065078,0.069879,-0.560409,0.062312,0.174984,0.019248,0.065078,-0.000523,-0.797794,0.03742
231,0.049907,-0.575393,0.065078,0.057371,-0.538169,0.062312,0.174984,0.019248,0.065078,-0.000523,-0.797794,0.03742
232,0.049907,-0.575393,0.065078,0.044864,-0.515929,0.062312,0.049907,0.019248,0.065078,-0.000523,-0.575393,0.03742
233,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
234,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
235,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
236,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
237,0.174984,-0.797794,0.065078,0.062414,-0.597633,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
238,0.155918,-0.797794,0.065078,0.073015,-0.619873,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
239,0.155918,-0.797794,0.065078,0.083617,-0.642113,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
240,0.020647,0.038253,0.048512,0.080691,-0.580749,0.063421,0.174984,0.038253,0.065078,0.020647,-0.797794,0.048512
241,0.174984,-0.797794,0.065078,0.093198,-0.602989,0.063421,0.174984,0.038253,0.065078,0.020647,-0.797794,0.048512
242,0,0,0,0.088208,-0.545449,0.056913,0.174984,0.038253,0.065078,0,-0.797794,0
243,0.155918,-0.797794,0.065078,0.098809,-0.56769,0.056913,0.174984,0.038253,0.065078,0,-0.797794,0
244,0.155918,-0.797794,0.065078,0.10941,-0.58993,0.056913,0.174984,0.038253,0.065078,0,-0.797794,0
245,0.155918,-0.797794,0.065078,0.120011,-0.61217,0.056913,0.174984,0.038253,0.065078,0,-0.797794,0
246,0.155918,-0.797794,0.065078,0.130612,-0.63441,0.056913,0.174984,0.038253,0.065078,0,-0.797794,0
247,0.155918,-0.797794,0.065078,0.128706,-0.63441,0.056913,0.174984,0.038253,0.065078,0,-0.797794,0
248,0.155918,-0.797794,0.065078,0.128706,-0.63441,0.056913,0.174984,0.038253,0.065078,0,-0.797794,0
249,0.155918,-0.797794,0.065078,0.128706,-0.63441,0.056913,0.174984,0.038253,0.065078,0,-0.797794,0
250,0.155918,-0.797794,0.065078,0.142233,-0.718015,0.05857,0.174984,0,0.065078,0,-0.797794,0
251,0.155918,-0.797794,0.065078,0.140326,-0.718015,0.05857,0.155918,0,0.065078,0,-0.797794,0
252,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
253,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
254,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
255,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
256,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
257,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
258,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
259,-0.000479,0.023627,0.037042,0.140278,-0.715652,0.062274,0.155918,0.023627,0.065078,-0.000479,-0.797794,0.037042
260,0.049907,-0.575393,0.065078,0.129677,-0.693412,0.062274,0.155918,0.023627,0.065078,-0.000479,-0.797794,0.037042
261,0.049907,-0.575393,0.065078,0.119076,-0.671172,0.062274,0.155918,0.023627,0.065078,-0.000479,-0.797794,0.037042
262,0.049907,-0.575393,0.065078,0.108475,-0.648932,0.062274,0.155918,0.023627,0.065078,-0.000479,-0.797794,0.037042
263,0.049907,-0.575393,0.065078,0.097874,-0.626691,0.062274,0.155918,0.023627,0.065078,-0.000479,-0.797794,0.037042
264,0.049907,-0.575393,0.065078,0.087273,-0.604451,0.062274,0.155918,0.023627,0.065078,-0.000479,-0.797794,0.037042
265,0.049907,-0.575393,0.065078,0.076671,-0.582211,0.062274,0.155918,0.023627,0.065078,-0.000479,-0.797794,0.037042
266,0.049907,-0.575393,0.065078,0.06607,-0.559971,0.062274,0.155918,0.023627,0.065078,-0.000479,-0.797794,0.037042
267,0.049907,-0.575393,0.065078,0.055469,-0.537731,0.062274,0.155918,0.023627,0.065078,-0.000479,-0.797794,0.037042
268,0.049907,-0.575393,0.065078,0.044868,-0.515491,0.062274,0.049907,0.023627,0.065078,-0.000479,-0.575393,0.037042
269,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
270,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
271,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
272,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
273,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
274,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
275,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
276,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078,0.049907,-0.575393,0.065078
277,0.174984,-0.797794,0.065078,0.062414,-0.597633,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
278,0.174984,-0.797794,0.065078,0.074922,-0.619873,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
279,0.174984,-0.797794,0.065078,0.08743,-0.642113,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
280,0.174984,-0.797794,0.065078,0.099937,-0.664353,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
281,0.174984,-0.797794,0.065078,0.112445,-0.686593,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
282,-0.016093,-0.018288,0.032501,0.105845,-0.630883,0.06182,0.174984,-0.018288,0.065078,-0.016093,-0.797794,0.032501
283,0.155918,-0.797794,0.065078,0.116446,-0.653123,0.06182,0.174984,-0.018288,0.065078,-0.016093,-0.797794,0.032501
284,0.155918,-0.797794,0.065078,0.127047,-0.675363,0.06182,0.174984,-0.018288,0.065078,-0.016093,-0.797794,0.032501
285,0.155918,-0.797794,0.065078,0.137649,-0.697604,0.06182,0.174984,-0.018288,0.065078,-0.016093,-0.797794,0.032501
286,0.155918,-0.797794,0.065078,0.14825,-0.719844,0.06182,0.174984,-0.018288,0.065078,-0.016093,-0.797794,0.032501
287,0.155918,-0.797794,0.065078,0.146343,-0.719844,0.06182,0.174984,-0.018288,0.065078,-0.016093,-0.797794,0.032501
288,0.155918,-0.797794,0.065078,0.144437,-0.719844,0.06182,0.174984,-0.018288,0.065078,-0.016093,-0.797794,0.032501
289,0.155918,-0.797794,0.065078,0.14253,-0.719844,0.06182,0.174984,-0.018288,0.065078,-0.016093,-0.797794,0.032501
290,0.155918,-0.797794,0.065078,0.140624,-0.719844,0.06182,0.174984,-0.018288,0.065078,-0.016093,-0.797794,0.032501
291,0.155918,-0.797794,0.065078,0.138717,-0.719844,0.06182,0.155918,-0.018288,0.065078,-0.016093,-0.797794,0.032501
292,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
293,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
294,-0.018118,0.022884,0.036905,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
295,0.155918,-0.797794,0.065078,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
296,0.155918,-0.797794,0.065078,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
297,0.155918,-0.797794,0.065078,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
298,0.155918,-0.797794,0.065078,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
299,0.155918,-0.797794,0.065078,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
300,0.155918,-0.797794,0.065078,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
301,0.155918,-0.797794,0.065078,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
302,0.155918,-0.797794,0.065078,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
303,0.155918,-0.797794,0.065078,0.138514,-0.715726,0.06226,0.155918,0.022884,0.065078,-0.018118,-0.797794,0.036905
304,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
305,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078,0.155918,-0.797794,0.065078
306,0.174984,-0.797794,0.065078,0.157825,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.155918,-0.797794,0.065078
307,0.174984,-0.797794,0.065078,0.159731,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.155918,-0.797794,0.065078
308,0.174984,-0.797794,0.065078,0.161638,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.155918,-0.797794,0.065078
309,0.174984,-0.797794,0.065078,0.163544,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.155918,-0.797794,0.065078
310,-0.002082,-0.00936,0.009857,0.147744,-0.718951,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
311,0.174984,-0.797794,0.065078,0.149651,-0.718951,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
312,0.174984,-0.797794,0.065078,0.151557,-0.718951,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
313,0.174984,-0.797794,0.065078,0.153464,-0.718951,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
314,0.174984,-0.797794,0.065078,0.155371,-0.718951,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
315,0.174984,-0.797794,0.065078,0.157277,-0.718951,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
316,0.174984,-0.797794,0.065078,0.157277,-0.718951,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
317,0.174984,-0.797794,0.065078,0.157277,-0.718951,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
318,0.174984,-0.797794,0.065078,0.157277,-0.718951,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
319,0.049907,-0.575393,0.065078,0.144769,-0.696711,0.059556,0.174984,-0.00936,0.065078,-0.002082,-0.797794,0.009857
320,0.049907,-0.575393,0.065078,0.149968,-0.753314,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
321,0.049907,-0.575393,0.065078,0.137461,-0.731074,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
322,0.049907,-0.575393,0.065078,0.124953,-0.708834,0.065078,0.174984,-0.575393,0.065078,0.049907,-0.797794,0.065078
323,0,0,0,0.107454,-0.629054,0.05857,0.174984,0,0.065078,0,-0.797794,0
324,0.155918,-0.797794,0.065078,0.105548,-0.629054,0.05857,0.174984,0,0.065078,0,-0.797794,0
325,0.155918,-0.797794,0.065078,0.103641,-0.629054,0.05857,0.174984,0,0.065078,0,-0.797794,0
326,0.155918,-0.797794,0.065078,0.101735,-0.629054,0.05857,0.174984,0,0.065078,0,-0.797794,0
327,0.155918,-0.797794,0.065078,0.099828,-0.629054,0.05857,0.174984,0,0.065078,0,-0.797794,0
328,0.155918,-0.797794,0.065078,0.097922,-0.629054,0.05857,0.155918,0,0.065078,0,-0.797794,0
329,0.155918,-0.797794,0.065078,0.108523,-0.651294,0.05857,0.155918,0,0.065078,0,-0.797794,0
330,0.155918,-0.797794,0.065078,0.119124,-0.673535,0.05857,0.155918,0,0.065078,0,-0.797794,0
331,0.002138,0.022156,0.037289,0.114347,-0.61378,0.055791,0.155918,0.022156,0.065078,0,-0.797794,0
332,0.174984,-0.797794,0.065078,0.126855,-0.63602,0.055791,0.174984,0.022156,0.065078,0,-0.797794,0
333,0.174984,-0.797794,0.065078,0.144353,-0.715799,0.062299,0.174984,0.022156,0.065078,0.002138,-0.797794,0.037289
334,0.174984,-0.797794,0.065078,0.14626,-0.715799,0.062299,0.174984,0.022156,0.065078,0.002138,-0.797794,0.037289
335,0.174984,-0.797794,0.065078,0.148166,-0.715799,0.062299,0.174984,0.022156,0.065078,0.002138,-0.797794,0.037289
336,0.174984,-0.797794,0.065078,0.150073,-0.715799,0.062299,0.174984,0.022156,0.065078,0.002138,-0.797794,0.037289
337,0.174984,-0.797794,0.065078,0.151979,-0.715799,0.062299,0.174984,0.022156,0.065078,0.002138,-0.797794,0.037289
338,0.174984,-0.797794,0.065078,0.153886,-0.715799,0.062299,0.174984,0.022156,0.065078,0.002138,-0.797794,0.037289
339,0.174984,-0.797794,0.065078,0.155793,-0.715799,0.062299,0.174984,0.022156,0.065078,0.002138,-0.797794,0.037289
340,0.174984,-0.797794,0.065078,0.157699,-0.715799,0.062299,0.174984,0.022156,0.065078,0.002138,-0.797794,0.037289
341,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
342,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
343,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
344,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
345,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
346,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
347,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
348,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
349,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
350,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078,0.174984,-0.797794,0.065078
351,-0.067408,0.06603,0.008847,0.150744,-0.711412,0.059455,0.174984,0.06603,0.065078,-0.067408,-0.797794,0.008847
352,0.174984,-0.797794,0.065078,0.150744,-0.711412,0.059455,0.174984,0.06603,0.065078,-0.067408,-0.797794,0.008847
353,0.174984,-0.797794,0.065078,0.150744,-0.711412,0.059455,0.174984,0.06603,0.065078,-0.067408,-0.797794,0.008847
354,0.067832,-0.923108,0.093142,0.140029,-0.723943,0.062261,0.174984,0.06603,0.093142,-0.067408,-0.923108,0.008847
355,0.162188,-0.83526,0.038342,0.13875,-0.72769,0.059587,0.174984,0.06603,0.093142,-0.067408,-0.923108,0.008847
356,0.162188,-0.83526,0.038342,0.13747,-0.731436,0.056914,0.174984,0.06603,0.093142,-0.067408,-0.923108,0.008847
357,0.040817,-0.931629,0.06995,0.124053,-0.74482,0.057401,0.174984,0.06603,0.093142,-0.067408,-0.931629,0.008847
358,0.08909,-0.894163,0.096685,0.115464,-0.754457,0.060562,0.174984,0.06603,0.096685,-0.067408,-0.931629,0.008847
359,0.040817,-0.931629,0.06995,0.102047,-0.76784,0.061049,0.174984,0.06603,0.096685,-0.067408,-0.931629,0.008847
360,0.004419,0.0008,0.030293,0.084991,-0.687981,0.057571,0.174984,0.06603,0.096685,-0.067408,-0.931629,0.008847
361,0.162188,-0.83526,0.038342,0.107951,-0.77811,0.06052,0.174984,0.0008,0.096685,0.004419,-0.931629,0.030293
362,0.162188,-0.83526,0.038342,0.106671,-0.781856,0.057847,0.174984,0.0008,0.096685,0.004419,-0.931629,0.030293
363,0.162188,-0.83526,0.038342,0.105391,-0.785603,0.055173,0.162188,0.0008,0.096685,0.004419,-0.931629,0.030293
364,0.162188,-0.83526,0.038342,0.114827,-0.776818,0.049693,0.162188,0.0008,0.096685,0.004419,-0.931629,0.030293
365,0.162188,-0.83526,0.038342,0.114827,-0.776818,0.049693,0.162188,0.0008,0.096685,0.004419,-0.931629,0.030293
366,0.162188,-0.83526,0.038342,0.114827,-0.776818,0.049693,0.162188,0.0008,0.096685,0.004419,-0.931629,0.030293
367,0.162188,-0.83526,0.038342,0.126964,-0.767181,0.046532,0.162188,0.0008,0.096685,0.004419,-0.931629,0.030293
368,0.162188,-0.83526,0.038342,0.134274,-0.761291,0.040698,0.162188,0.0008,0.06995,0.004419,-0.931629,0.030293
369,0.162188,-0.83526,0.038342,0.146411,-0.751654,0.037537,0.162188,0.0008,0.038342,0.004419,-0.83526,0.030293
370,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342
371,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342
372,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342
373,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342
374,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342
375,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342
376,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.162188,-0.83526,0.038342
377,0,0,-0.015796,0.145969,-0.751734,0.032928,0.162188,0,0.038342,0,-0.83526,-0.015796
378,0.147012,-0.83526,0.038342,0.144451,-0.751734,0.032928,0.162188,0,0.038342,0,-0.83526,-0.015796
379,0.147012,-0.83526,0.038342,0.142934,-0.751734,0.032928,0.162188,0,0.038342,0,-0.83526,-0.015796
380,0.147012,-0.83526,0.038342,0.141416,-0.751734,0.032928,0.162188,0,0.038342,0,-0.83526,-0.015796
381,0.162188,-0.83526,0.038342,0.141416,-0.751734,0.032928,0.162188,0,0.038342,0,-0.83526,-0.015796
382,0.162188,-0.83526,0.038342,0.141416,-0.751734,0.032928,0.162188,0,0.038342,0,-0.83526,-0.015796
383,0.162188,-0.83526,0.038342,0.141416,-0.751734,0.032928,0.162188,0,0.038342,0,-0.83526,-0.015796
384,0.002945,0,-0.047644,0.125492,-0.668208,0.02433,0.162188,0,0.038342,0,-0.83526,-0.047644
385,0.062857,-0.099428,-0.019451,0.115559,-0.594625,0.01855,0.162188,0,0.038342,0,-0.83526,-0.047644
386,-0.002938,0,-0.036944,0.099046,-0.511099,0.011022,0.162188,0,0.038342,-0.002938,-0.83526,-0.047644
387,0.036531,-0.816488,0.038342,0.102699,-0.592747,0.016435,0.162188,0,0.038342,-0.002938,-0.83526,-0.047644
388,0.036531,-0.816488,0.038342,0.091651,-0.59087,0.016435,0.162188,0,0.038342,-0.002938,-0.83526,-0.047644
389,0.036531,-0.816488,0.038342,0.080603,-0.588993,0.016435,0.162188,0,0.038342,-0.002938,-0.83526,-0.047644
390,0.036531,-0.816488,0.038342,0.069555,-0.587116,0.016435,0.162188,0,0.038342,-0.002938,-0.83526,-0.047644
391,0.036531,-0.816488,0.038342,0.056989,-0.585239,0.016435,0.162188,0,0.038342,-0.002938,-0.83526,-0.047644
392,0.036531,-0.816488,0.038342,0.044424,-0.583361,0.016435,0.162188,0,0.038342,-0.002938,-0.83526,-0.047644
393,0.036531,-0.816488,0.038342,0.031858,-0.581484,0.016435,0.062857,0,0.038342,-0.002938,-0.816488,-0.047644
394,0.036531,-0.816488,0.038342,0.035216,-0.663133,0.025034,0.062857,0,0.038342,-0.002938,-0.816488,-0.036944
395,0.036531,-0.816488,0.038342,0.032584,-0.734839,0.030813,0.036531,0,0.038342,-0.002938,-0.816488,-0.036944
396,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342
397,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342
398,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342
399,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342,0.036531,-0.816488,0.038342
400,0.147012,-0.83526,0.038342,0.047579,-0.818365,0.038342,0.147012,-0.816488,0.038342,0.036531,-0.83526,0.038342
401,0.108616,0.050293,-0.011874,0.054787,-0.731687,0.03332,0.147012,0.050293,0.038342,0.036531,-0.83526,-0.011874
402,0.036531,-0.816488,0.038342,0.054787,-0.731687,0.03332,0.147012,0.050293,0.038342,0.036531,-0.83526,-0.011874
403,0.036531,-0.816488,0.038342,0.054787,-0.731687,0.03332,0.147012,0.050293,0.038342,0.036531,-0.83526,-0.011874
404,0.036531,-0.816488,0.038342,0.054787,-0.731687,0.03332,0.147012,0.050293,0.038342,0.036531,-0.83526,-0.011874
405,0.036531,-0.816488,0.038342,0.054787,-0.731687,0.03332,0.147012,0.050293,0.038342,0.036531,-0.83526,-0.011874
406,0.036531,-0.816488,0.038342,0.054787,-0.731687,0.03332,0.147012,0.050293,0.038342,0.036531,-0.83526,-0.011874
407,0.036531,-0.816488,0.038342,0.054787,-0.731687,0.03332,0.147012,0.050293,0.038342,0.036531,-0.83526,-0.011874
408,0.036531,-0.816488,0.038342,0.054787,-0.731687,0.03332,0.147012,0.050293,0.038342,0.036531,-0.83526,-0.011874
409,0.036531,-0.816488,0.038342,0.054787,-0.731687,0.03332,0.147012,0.050293,0.038342,0.036531,-0.83526,-0.011874
410,0.162188,-0.83526,0.038342,0.056305,-0.731687,0.03332,0.162188,0.050293,0.038342,0.036531,-0.83526,-0.011874
411,0.162188,-0.83526,0.038342,0.061662,-0.820242,0.038342,0.162188,-0.816488,0.038342,0.036531,-0.83526,0.038342
412,0.162188,-0.83526,0.038342,0.074228,-0.822119,0.038342,0.162188,-0.816488,0.038342,0.036531,-0.83526,0.038342
413,0.162188,-0.83526,0.038342,0.086794,-0.823997,0.038342,0.162188,-0.816488,0.038342,0.036531,-0.83526,0.038342
414,0.162188,-0.83526,0.038342,0.099359,-0.825874,0.038342,0.162188,-0.816488,0.038342,0.036531,-0.83526,0.038342
415,0.162188,-0.83526,0.038342,0.111925,-0.827751,0.038342,0.162188,-0.816488,0.038342,0.036531,-0.83526,0.038342
416,0.099289,0.038298,-0.021628,0.118201,-0.742272,0.032345,0.162188,0.038298,0.038342,0.036531,-0.83526,-0.021628
417,0.036531,-0.816488,0.038342,0.118201,-0.742272,0.032345,0.162188,0.038298,0.038342,0.036531,-0.83526,-0.021628
418,0.036531,-0.816488,0.038342,0.118201,-0.742272,0.032345,0.162188,0.038298,0.038342,0.036531,-0.83526,-0.021628
419,0.036531,-0.816488,0.038342,0.118201,-0.742272,0.032345,0.162188,0.038298,0.038342,0.036531,-0.83526,-0.021628
420,0.036531,-0.816488,0.038342,0.105635,-0.740395,0.032345,0.162188,0.038298,0.038342,0.036531,-0.83526,-0.021628
421,0.036531,-0.816488,0.038342,0.093069,-0.738518,0.032345,0.162188,0.038298,0.038342,0.036531,-0.83526,-0.021628
422,0.036531,-0.816488,0.038342,0.080504,-0.736641,0.032345,0.162188,0.038298,0.038342,0.036531,-0.83526,-0.021628
423,0.036531,-0.816488,0.038342,0.067938,-0.734764,0.032345,0.162188,0.038298,0.038342,0.036531,-0.83526,-0.021628
424,0.036531,-0.816488,0.038342,0.055372,-0.732886,0.032345,0.162188,0.038298,0.038342,0.036531,-0.83526,-0.021628
425,0.036531,-0.816488,0.038342,0.042806,-0.731009,0.032345,0.099289,0.038298,0.038342,0.036531,-0.816488,-0.021628
426,0,0,0,0.032878,-0.734839,0.034508,0.036531,0,0.038342,0,-0.816488,0
427,0,0,-0.015785,0.029225,-0.65319,0.029095,0.036531,0,0.038342,0,-0.816488,-0.015785
428,0.162188,-0.83526,0.038342,0.04179,-0.655067,0.029095,0.162188,0,0.038342,0,-0.83526,-0.015785
