episode,perf,power,area,mean-perf,mean-power,mean-area,max-perf,max-power,max-area,min-perf,min-power,min-area
215,0.147238,0.081683,0.061063,0.144605,0.089393,0.060675,0.171454,0.566554,0.068005,0.042681,-0.014939,0.032239
216,0.147793,0.080094,0.061144,0.145213,0.087649,0.060763,0.171525,0.555267,0.067947,0.045327,-0.014596,0.032896
217,0.148337,0.078536,0.061222,0.145808,0.08594,0.060849,0.171594,0.544205,0.067889,0.04792,-0.01426,0.03354
218,0.14887,0.077009,0.061299,0.146392,0.084266,0.060934,0.171662,0.533365,0.067833,0.050461,-0.01393,0.034171
219,0.149392,0.075513,0.061375,0.146964,0.082625,0.061017,0.171728,0.522742,0.067778,0.052952,-0.013608,0.034789
220,0.149904,0.074047,0.061449,0.147524,0.081016,0.061098,0.171794,0.512331,0.067724,0.055392,-0.013291,0.035394
221,0.150406,0.07261,0.061522,0.148073,0.07944,0.061177,0.171857,0.502129,0.067671,0.057784,-0.012981,0.035988
222,0.150897,0.071202,0.061593,0.148611,0.077895,0.061255,0.17192,0.49213,0.067619,0.060128,-0.012678,0.03657
223,0.147869,0.086163,0.061109,0.148788,0.078016,0.061277,0.171981,0.498673,0.067568,0.058915,-0.01238,0.036587
224,0.14591,0.088932,0.061189,0.148711,0.078578,0.061297,0.172041,0.505084,0.067518,0.057726,-0.012088,0.036604
225,0.14399,0.091646,0.061266,0.148385,0.079575,0.061318,0.1721,0.511368,0.06747,0.056561,-0.011802,0.03662
226,0.142108,0.094305,0.061343,0.147815,0.080996,0.061337,0.172158,0.517525,0.067422,0.05542,-0.011522,0.036636
227,0.140264,0.096911,0.061417,0.147007,0.082833,0.061357,0.172214,0.52356,0.067375,0.054301,-0.011248,0.036652
228,0.138457,0.099465,0.061491,0.145965,0.085079,0.061376,0.17227,0.529473,0.067329,0.053204,-0.010979,0.036667
229,0.136686,0.101968,0.061562,0.144693,0.087724,0.061395,0.172324,0.535269,0.067284,0.05213,-0.010715,0.036682
230,0.13495,0.10442,0.061633,0.143197,0.090761,0.061413,0.172377,0.540948,0.06724,0.051077,-0.010457,0.036697
231,0.133249,0.106824,0.061702,0.14148,0.094183,0.061431,0.172429,0.546514,0.067197,0.050045,-0.010203,0.036711
232,0.131582,0.10918,0.061769,0.139548,0.097981,0.061449,0.169979,0.551969,0.067154,0.049033,-0.005507,0.036725
233,0.129949,0.111488,0.061835,0.137755,0.100513,0.061521,0.167577,0.545422,0.067113,0.049051,-0.000905,0.037292
234,0.128348,0.113751,0.0619,0.135998,0.102995,0.061592,0.165224,0.539006,0.067072,0.049068,0.003605,0.037848
235,0.126779,0.115968,0.061964,0.134276,0.105427,0.061662,0.162918,0.532718,0.067032,0.049085,0.008025,0.038393
236,0.125242,0.118141,0.062026,0.132589,0.107811,0.06173,0.160657,0.526555,0.066993,0.049101,0.012357,0.038926
237,0.126237,0.115822,0.062087,0.131185,0.109702,0.061797,0.160944,0.520516,0.066955,0.049117,0.012154,0.039449
238,0.12683,0.11355,0.062147,0.130022,0.111111,0.061863,0.161225,0.514598,0.066917,0.049133,0.011955,0.039962
239,0.127412,0.111323,0.062205,0.129094,0.112046,0.061927,0.1615,0.508798,0.06688,0.049148,0.01176,0.040464
240,0.125277,0.125861,0.061931,0.128126,0.11419,0.061957,0.16177,0.515388,0.066844,0.048578,0.011569,0.040625
241,0.126271,0.123388,0.061994,0.127427,0.115847,0.061986,0.162034,0.521845,0.066809,0.04802,0.011382,0.040783
242,0.123745,0.13692,0.060755,0.126643,0.118621,0.061885,0.162293,0.528173,0.066774,0.047059,0.011198,0.039967
243,0.124389,0.134226,0.060841,0.126086,0.120894,0.061785,0.162547,0.534375,0.06674,0.046118,0.011018,0.039168
244,0.125019,0.131586,0.060926,0.125753,0.122678,0.061688,0.162795,0.540452,0.066707,0.045196,0.010842,0.038385
245,0.125637,0.128998,0.061009,0.125638,0.123981,0.061593,0.163039,0.546408,0.066675,0.044292,0.010669,0.037617
246,0.126243,0.126462,0.06109,0.125737,0.124813,0.061499,0.163278,0.552245,0.066643,0.043406,0.0105,0.036865
247,0.126837,0.123977,0.06117,0.125797,0.125629,0.061407,0.163512,0.557965,0.066611,0.042538,0.010334,0.036127
248,0.127418,0.121542,0.061248,0.125855,0.126428,0.061317,0.163742,0.563571,0.066581,0.041687,0.010172,0.035405
249,0.127988,0.119155,0.061325,0.125912,0.127211,0.061229,0.163966,0.569065,0.066551,0.040853,0.010012,0.034697
250,0.128547,0.116816,0.0614,0.126238,0.126307,0.061176,0.164187,0.573683,0.066521,0.040036,0.009856,0.034003
251,0.129094,0.114524,0.061473,0.12652,0.12542,0.061124,0.164021,0.57821,0.066492,0.039236,0.009703,0.033323
252,0.129631,0.112277,0.061545,0.127108,0.122956,0.061203,0.163859,0.56669,0.066464,0.041569,0.009553,0.033958
253,0.130156,0.110076,0.061616,0.127684,0.120541,0.061281,0.1637,0.5554,0.066436,0.043856,0.009406,0.03458
254,0.130672,0.107919,0.061685,0.128249,0.118174,0.061356,0.163545,0.544336,0.066409,0.046097,0.009262,0.03519
255,0.131177,0.105804,0.061753,0.128802,0.115855,0.061431,0.163392,0.533493,0.066382,0.048294,0.009121,0.035788
256,0.131671,0.103732,0.06182,0.129345,0.113582,0.061504,0.163243,0.522868,0.066356,0.050446,0.008983,0.036374
257,0.132156,0.101702,0.061885,0.129876,0.111354,0.061575,0.163096,0.512454,0.066331,0.052556,0.008847,0.036948
258,0.132632,0.099712,0.061949,0.130397,0.109171,0.061645,0.162953,0.502249,0.066306,0.054623,0.008715,0.03751
259,0.129969,0.11419,0.06145,0.130595,0.108675,0.061658,0.162812,0.508677,0.066281,0.053521,0.008584,0.037501
260,0.128368,0.116399,0.061523,0.130576,0.108633,0.06167,0.162674,0.514976,0.066257,0.052441,0.008457,0.037492
261,0.126799,0.118563,0.061594,0.130346,0.109037,0.061682,0.162539,0.521149,0.066233,0.051383,0.008332,0.037483
262,0.125261,0.120684,0.061664,0.129909,0.109878,0.061694,0.162407,0.527199,0.06621,0.050345,0.008209,0.037474
263,0.123754,0.122762,0.061732,0.129268,0.111146,0.061706,0.162277,0.533127,0.066188,0.049329,0.008089,0.037465
264,0.122277,0.124799,0.061799,0.128428,0.112834,0.061717,0.16215,0.538937,0.066166,0.048333,0.007971,0.037457
265,0.12083,0.126795,0.061864,0.127393,0.114933,0.061728,0.162025,0.544631,0.066144,0.047357,0.007856,0.037448
266,0.119411,0.128751,0.061929,0.126167,0.117435,0.061739,0.161903,0.550211,0.066122,0.0464,0.007743,0.03744
267,0.118021,0.130669,0.061992,0.124753,0.120332,0.06175,0.161783,0.555679,0.066102,0.045462,0.007632,0.037432
268,0.116659,0.132547,0.062053,0.123155,0.123616,0.06176,0.159546,0.561038,0.066081,0.044543,0.011972,0.037425
269,0.115324,0.134389,0.062114,0.12169,0.125635,0.061827,0.157353,0.55431,0.066061,0.044651,0.016225,0.037978
270,0.114015,0.136193,0.062173,0.120254,0.127615,0.061892,0.155204,0.547716,0.066041,0.044756,0.020392,0.03852
271,0.112733,0.137961,0.062231,0.118847,0.129555,0.061955,0.153098,0.541253,0.066022,0.044859,0.024477,0.039051
272,0.111477,0.139694,0.062288,0.117469,0.131456,0.062018,0.151034,0.53492,0.066003,0.04496,0.028479,0.039571
273,0.110245,0.141392,0.062344,0.116117,0.133319,0.062079,0.149012,0.528714,0.065985,0.045059,0.032402,0.040081
274,0.109038,0.143057,0.062399,0.114793,0.135145,0.062139,0.14703,0.522632,0.065967,0.045156,0.036246,0.040581
275,0.107856,0.144688,0.062452,0.113495,0.136934,0.062198,0.145087,0.516672,0.065949,0.045251,0.040013,0.041071
276,0.106697,0.146286,0.062505,0.112224,0.138687,0.062255,0.143183,0.51083,0.065931,0.045344,0.043705,0.041551
277,0.108063,0.143405,0.062556,0.111227,0.139961,0.062312,0.143819,0.505106,0.065914,0.045435,0.042875,0.042022
278,0.109401,0.140581,0.062607,0.110501,0.140764,0.062367,0.144443,0.499496,0.065898,0.045524,0.042062,0.042483
279,0.110713,0.137813,0.062656,0.11004,0.141107,0.062421,0.145054,0.493998,0.065881,0.045612,0.041264,0.042935
280,0.111998,0.135101,0.062705,0.109838,0.140997,0.062475,0.145652,0.48861,0.065865,0.045698,0.040483,0.043378
281,0.113258,0.132443,0.062752,0.10989,0.140446,0.062527,0.146239,0.48333,0.065849,0.045782,0.039718,0.043812
282,0.110671,0.145428,0.062147,0.109809,0.141019,0.062512,0.146814,0.489298,0.065834,0.044545,0.038968,0.043586
283,0.111576,0.142564,0.062206,0.109942,0.141136,0.062499,0.147377,0.495146,0.065819,0.043332,0.038232,0.043364
284,0.112463,0.139757,0.062263,0.110284,0.140806,0.062485,0.147929,0.500877,0.065804,0.042143,0.037512,0.043147
285,0.113332,0.137006,0.062319,0.110831,0.140038,0.062472,0.14847,0.506494,0.065789,0.040979,0.036806,0.042934
286,0.114183,0.13431,0.062374,0.11158,0.13884,0.062459,0.149001,0.511998,0.065775,0.039837,0.036114,0.042725
287,0.115018,0.131668,0.062429,0.112275,0.137667,0.062446,0.14952,0.517393,0.065761,0.038719,0.035435,0.042521
288,0.115836,0.129078,0.062482,0.112918,0.136517,0.062433,0.15003,0.522679,0.065748,0.037622,0.034771,0.04232
289,0.116638,0.126541,0.062533,0.11351,0.135389,0.062421,0.150529,0.52786,0.065734,0.036548,0.03412,0.042124
290,0.117423,0.124054,0.062584,0.114053,0.134285,0.062409,0.151018,0.532937,0.065721,0.035495,0.033481,0.041931
291,0.118193,0.121617,0.062634,0.114546,0.133202,0.062397,0.151116,0.537912,0.065708,0.034464,0.032856,0.041743
292,0.118948,0.119229,0.062683,0.115373,0.130582,0.062451,0.151212,0.527198,0.065696,0.036893,0.032243,0.042209
293,0.119687,0.116889,0.062731,0.116184,0.128015,0.062503,0.151306,0.516698,0.065683,0.039273,0.031642,0.042667
294,0.116931,0.131009,0.062214,0.116631,0.12714,0.062499,0.151398,0.522822,0.065671,0.038125,0.031053,0.042552
295,0.117711,0.128432,0.062272,0.117069,0.126282,0.062494,0.151489,0.528823,0.065659,0.037,0.030476,0.042439
296,0.118475,0.125908,0.062328,0.117497,0.125442,0.062489,0.151577,0.534704,0.065648,0.035898,0.029911,0.042328
297,0.119224,0.123434,0.062383,0.117918,0.124619,0.062485,0.151664,0.540468,0.065636,0.034818,0.029357,0.042219
298,0.119958,0.121009,0.062437,0.11833,0.123812,0.06248,0.151749,0.546116,0.065625,0.033759,0.028814,0.042113
299,0.120677,0.118633,0.06249,0.118733,0.123021,0.062476,0.151832,0.551652,0.065614,0.032721,0.028282,0.042009
300,0.121382,0.116305,0.062541,0.119129,0.122246,0.062471,0.151914,0.557076,0.065603,0.031705,0.02776,0.041907
301,0.122072,0.114023,0.062592,0.119517,0.121487,0.062467,0.151994,0.562393,0.065593,0.030708,0.027249,0.041807
302,0.122749,0.111786,0.062642,0.119897,0.120743,0.062463,0.152073,0.567602,0.065582,0.029732,0.026748,0.041709
303,0.123413,0.109595,0.06269,0.120269,0.120013,0.062459,0.15215,0.572708,0.065572,0.028775,0.026257,0.041613
304,0.124063,0.107447,0.062738,0.120982,0.117657,0.062511,0.152225,0.561298,0.065562,0.031318,0.025776,0.042082
305,0.1247,0.105342,0.062785,0.121681,0.115348,0.062563,0.152299,0.550116,0.065553,0.03381,0.025305,0.042542
306,0.125706,0.103279,0.062831,0.122404,0.113085,0.062613,0.152753,0.539158,0.065543,0.036252,0.024843,0.042993
307,0.126691,0.101258,0.062876,0.12315,0.110868,0.062662,0.153197,0.528419,0.065534,0.038645,0.02439,0.043434
308,0.127657,0.099277,0.06292,0.12392,0.108694,0.062711,0.153633,0.517895,0.065525,0.040991,0.023947,0.043867
309,0.128604,0.097335,0.062963,0.124712,0.106565,0.062758,0.15406,0.507581,0.065516,0.043289,0.023512,0.044291
310,0.12599,0.111202,0.061901,0.125173,0.106054,0.062694,0.154478,0.513242,0.065507,0.042382,0.023086,0.043603
311,0.12697,0.109022,0.061964,0.125663,0.105554,0.062631,0.154888,0.51879,0.065499,0.041492,0.022668,0.042928
312,0.12793,0.106885,0.062027,0.126181,0.105064,0.06257,0.15529,0.524227,0.06549,0.040621,0.022259,0.042266
313,0.128871,0.104792,0.062088,0.126726,0.104584,0.062509,0.155684,0.529555,0.065482,0.039767,0.021858,0.041618
314,0.129793,0.10274,0.062147,0.127299,0.104113,0.06245,0.15607,0.534777,0.065474,0.03893,0.021465,0.040983
315,0.130697,0.100729,0.062206,0.127899,0.103652,0.062392,0.156448,0.539894,0.065466,0.03811,0.021079,0.040361
316,0.131583,0.098759,0.062263,0.128486,0.1032,0.062336,0.156819,0.544909,0.065458,0.037306,0.020702,0.03975
317,0.132451,0.096828,0.06232,0.129062,0.102757,0.06228,0.157182,0.549824,0.06545,0.036518,0.020332,0.039153
318,0.133302,0.094935,0.062375,0.129626,0.102323,0.062226,0.157539,0.55464,0.065443,0.035746,0.01997,0.038567
319,0.131634,0.097529,0.062429,0.129929,0.102342,0.062172,0.157887,0.55936,0.065436,0.034989,0.019614,0.037992
320,0.129999,0.10007,0.062482,0.13033,0.101229,0.06223,0.158229,0.552665,0.065429,0.035288,0.019266,0.038534
321,0.128397,0.102561,0.062534,0.130473,0.100583,0.062287,0.158564,0.546104,0.065422,0.03558,0.018925,0.039065
322,0.126827,0.105002,0.062585,0.130362,0.100394,0.062343,0.158893,0.539674,0.065415,0.035867,0.018591,0.039585
323,0.124291,0.118902,0.061333,0.129904,0.101805,0.062268,0.159215,0.54488,0.065408,0.035149,0.018263,0.038794
324,0.124923,0.116568,0.061408,0.129417,0.103188,0.062194,0.15953,0.549983,0.065401,0.034446,0.017942,0.038018
325,0.125543,0.114281,0.061481,0.128901,0.104543,0.062121,0.159839,0.554983,0.065395,0.033757,0.017627,0.037257
326,0.126151,0.112039,0.061553,0.128358,0.105871,0.06205,0.160142,0.559883,0.065389,0.033082,0.017319,0.036512
327,0.126746,0.109843,0.061624,0.127787,0.107173,0.06198,0.160439,0.564686,0.065382,0.032421,0.017016,0.035782
328,0.12733,0.10769,0.061693,0.12719,0.108448,0.061912,0.160348,0.569392,0.065376,0.031772,0.01672,0.035066
329,0.127901,0.10558,0.061761,0.126817,0.109254,0.061845,0.16026,0.574004,0.06537,0.031137,0.01643,0.034365
330,0.128462,0.103513,0.061827,0.126663,0.109598,0.06178,0.160173,0.578524,0.065364,0.030514,0.016145,0.033678
331,0.125935,0.117886,0.061336,0.126417,0.11113,0.06166,0.160088,0.583397,0.065359,0.029904,0.015867,0.033004
332,0.126916,0.115572,0.061411,0.126425,0.112187,0.061543,0.160386,0.588172,0.065353,0.029306,0.015593,0.032344
333,0.127878,0.113305,0.061484,0.126784,0.111628,0.061558,0.160678,0.592852,0.065348,0.028762,0.015326,0.032443
334,0.12882,0.111083,0.061556,0.127173,0.111079,0.061573,0.160964,0.597438,0.065342,0.02823,0.015063,0.03254
335,0.129743,0.108905,0.061627,0.127593,0.110541,0.061587,0.161244,0.601932,0.065337,0.027708,0.014806,0.032635
336,0.130648,0.106771,0.061696,0.128043,0.110015,0.061601,0.161519,0.606337,0.065332,0.027197,0.014554,0.032728
337,0.131534,0.10468,0.061763,0.128522,0.109498,0.061615,0.161788,0.610653,0.065327,0.026695,0.014307,0.032819
338,0.132403,0.10263,0.06183,0.129029,0.108992,0.061629,0.162052,0.614883,0.065322,0.026204,0.014065,0.032909
339,0.133255,0.100622,0.061894,0.129564,0.108497,0.061642,0.162311,0.619029,0.065317,0.025723,0.013828,0.032996
340,0.13409,0.098654,0.061958,0.130127,0.108011,0.061656,0.162564,0.623091,0.065312,0.025251,0.013595,0.033082
341,0.134908,0.096725,0.062021,0.131024,0.105895,0.061724,0.162813,0.610673,0.065307,0.028246,0.013368,0.033722
342,0.135709,0.094834,0.062082,0.131903,0.103821,0.061791,0.163056,0.598504,0.065303,0.031181,0.013144,0.034349
343,0.136495,0.092982,0.062142,0.132765,0.101788,0.061857,0.163295,0.586578,0.065298,0.034057,0.012926,0.034964
344,0.137264,0.091166,0.0622,0.133609,0.099797,0.061921,0.163528,0.574891,0.065294,0.036875,0.012711,0.035566
345,0.138019,0.089387,0.062258,0.134437,0.097845,0.061984,0.163758,0.563437,0.065289,0.039637,0.012501,0.036156
346,0.138758,0.087643,0.062314,0.135248,0.095932,0.062046,0.163982,0.552212,0.065285,0.042344,0.012295,0.036735
347,0.139483,0.085935,0.06237,0.136042,0.094058,0.062107,0.164202,0.541212,0.065281,0.044997,0.012093,0.037301
348,0.140193,0.08426,0.062424,0.136821,0.092221,0.062166,0.164418,0.530432,0.065277,0.047597,0.011896,0.037857
349,0.140888,0.082619,0.062477,0.137584,0.09042,0.062224,0.164629,0.519868,0.065273,0.050145,0.011702,0.038401
350,0.14157,0.081011,0.062529,0.138332,0.088656,0.062282,0.164836,0.509514,0.065269,0.052641,0.011512,0.038935
351,0.137391,0.096711,0.061455,0.138581,0.088655,0.062225,0.165039,0.516645,0.065265,0.05024,0.011326,0.038333
352,0.138143,0.094821,0.061528,0.138824,0.088653,0.06217,0.165238,0.523632,0.065261,0.047887,0.011143,0.037743
353,0.138879,0.092969,0.061599,0.139062,0.088652,0.062115,0.165433,0.53048,0.065258,0.045582,0.010965,0.037166
354,0.137458,0.088647,0.062229,0.139082,0.0884,0.062118,0.165624,0.537191,0.065815,0.043322,0.008283,0.036599
355,0.137953,0.086169,0.061752,0.139075,0.088078,0.062068,0.165811,0.543768,0.066362,0.041107,0.005655,0.036044
356,0.138438,0.08374,0.061284,0.139043,0.087688,0.061965,0.165995,0.550213,0.066898,0.038937,0.00308,0.0355
357,0.136485,0.079433,0.061457,0.138743,0.087038,0.061873,0.166174,0.55653,0.067423,0.03681,0.000386,0.034967
358,0.135537,0.075961,0.062161,0.138278,0.086208,0.061847,0.166351,0.56272,0.068008,0.034726,-0.002254,0.034445
359,0.133643,0.071809,0.062317,0.137553,0.085127,0.061831,0.166523,0.568786,0.068581,0.032683,-0.004842,0.033933
360,0.131058,0.086389,0.061677,0.136502,0.085665,0.061746,0.166692,0.574731,0.069143,0.030681,-0.007378,0.033431
361,0.131681,0.083956,0.06121,0.135931,0.084389,0.061721,0.166858,0.579252,0.069694,0.030156,-0.009863,0.033368
362,0.132291,0.081572,0.060753,0.135346,0.083064,0.061644,0.167021,0.583683,0.070234,0.029641,-0.012298,0.033307
363,0.132889,0.079235,0.060304,0.134746,0.081691,0.061514,0.166924,0.588025,0.070763,0.029137,-0.014685,0.033247
364,0.133475,0.076945,0.059865,0.134348,0.080521,0.061278,0.166829,0.592281,0.071282,0.028642,-0.017023,0.033187
365,0.134049,0.074701,0.059435,0.133958,0.079374,0.061046,0.166737,0.596451,0.07179,0.028158,-0.019316,0.03313
366,0.134612,0.072502,0.059013,0.133575,0.07825,0.060819,0.166646,0.600538,0.072288,0.027683,-0.021562,0.033073
367,0.135164,0.070347,0.058599,0.133443,0.077342,0.060533,0.166556,0.604543,0.072775,0.027218,-0.023763,0.033017
368,0.135704,0.068235,0.058194,0.133459,0.076569,0.060137,0.166469,0.608469,0.072719,0.026762,-0.02592,0.032963
369,0.136234,0.066165,0.057797,0.133718,0.076005,0.059685,0.166383,0.612315,0.072031,0.026315,-0.026107,0.032909
370,0.136753,0.064136,0.057408,0.134288,0.073779,0.059258,0.166299,0.599364,0.071358,0.029032,-0.02629,0.033018
371,0.137262,0.062148,0.057027,0.134846,0.071599,0.05884,0.166217,0.586671,0.070697,0.031695,-0.02647,0.033125
372,0.13776,0.0602,0.056653,0.135393,0.069461,0.05843,0.166137,0.574233,0.07005,0.034305,-0.026646,0.033229
373,0.138249,0.058291,0.056287,0.135929,0.067367,0.058028,0.166058,0.562043,0.069416,0.036863,-0.026818,0.033331
374,0.138727,0.05642,0.055928,0.136454,0.065314,0.057634,0.16598,0.550097,0.068795,0.039369,-0.026987,0.033431
375,0.139197,0.054586,0.055576,0.136968,0.063303,0.057248,0.165904,0.53839,0.068186,0.041826,-0.027152,0.03353
376,0.139656,0.052789,0.055232,0.137473,0.061332,0.05687,0.16583,0.526917,0.067589,0.044233,-0.027314,0.033626
377,0.136863,0.067734,0.053811,0.137643,0.06107,0.056391,0.165757,0.532378,0.067004,0.043348,-0.027473,0.032637
378,0.137066,0.065674,0.053502,0.137779,0.060814,0.055922,0.165686,0.537731,0.06643,0.042481,-0.027629,0.031669
379,0.137265,0.063655,0.053198,0.137882,0.060563,0.055462,0.165616,0.542976,0.065869,0.041632,-0.027782,0.030719
380,0.13746,0.061677,0.052901,0.137953,0.060317,0.055012,0.165547,0.548117,0.065318,0.040799,-0.027931,0.029789
381,0.137955,0.059738,0.05261,0.138022,0.060076,0.05457,0.16548,0.553154,0.064779,0.039983,-0.028078,0.028877
382,0.138439,0.057838,0.052325,0.13809,0.05984,0.054137,0.165414,0.558091,0.06425,0.039183,-0.028221,0.027984
383,0.138914,0.055976,0.052045,0.138156,0.059609,0.053713,0.16535,0.562929,0.063732,0.0384,-0.028362,0.027108
384,0.136195,0.070857,0.050051,0.137903,0.061052,0.053125,0.165287,0.567671,0.063224,0.037632,-0.0285,0.025613
385,0.134728,0.083451,0.048661,0.137456,0.063939,0.052434,0.165225,0.572317,0.062726,0.036879,-0.028635,0.024148
386,0.131975,0.097782,0.046949,0.136688,0.068438,0.051605,0.165164,0.576871,0.062239,0.036083,-0.028768,0.022712
387,0.130066,0.095496,0.046777,0.136008,0.071214,0.050902,0.165104,0.581334,0.061761,0.035302,-0.028898,0.021305
388,0.128195,0.093257,0.046608,0.135121,0.073973,0.050213,0.165046,0.585707,0.061292,0.034538,-0.029025,0.019926
389,0.126362,0.091062,0.046443,0.134031,0.076713,0.049537,0.164989,0.589993,0.060833,0.033788,-0.02915,0.018575
390,0.124565,0.088911,0.046281,0.132741,0.079437,0.048875,0.164933,0.594193,0.060383,0.033054,-0.029272,0.01725
391,0.122805,0.086803,0.046122,0.131226,0.082143,0.048226,0.164878,0.598309,0.059943,0.032334,-0.029391,0.015952
392,0.121079,0.084737,0.045967,0.12949,0.084833,0.047591,0.164824,0.602343,0.059511,0.031628,-0.029509,0.014681
393,0.119388,0.082713,0.045814,0.127538,0.087507,0.046967,0.162785,0.606296,0.059087,0.030937,-0.029248,0.013434
394,0.117731,0.080729,0.045665,0.125691,0.088494,0.046529,0.160786,0.61017,0.058672,0.030259,-0.028993,0.012427
395,0.116107,0.078784,0.045518,0.123829,0.088027,0.046214,0.158301,0.613967,0.058266,0.029596,-0.028743,0.011439
396,0.114516,0.076879,0.045375,0.122083,0.085937,0.046057,0.155866,0.601358,0.057867,0.029734,-0.028498,0.011977
397,0.112956,0.075012,0.045234,0.120372,0.083889,0.045903,0.153479,0.589001,0.057477,0.02987,-0.028258,0.012504
398,0.111427,0.073182,0.045096,0.118695,0.081881,0.045751,0.15114,0.576891,0.057094,0.030003,-0.028022,0.013021
399,0.109929,0.071388,0.044961,0.117052,0.079914,0.045603,0.148848,0.565023,0.056719,0.030134,-0.027792,0.013528
400,0.110671,0.069255,0.044829,0.115662,0.077948,0.045458,0.148811,0.553393,0.056351,0.030262,-0.027941,0.014024
401,0.11063,0.084876,0.043695,0.114445,0.077755,0.045215,0.148775,0.559331,0.055991,0.030387,-0.028087,0.013506
402,0.109148,0.082849,0.043588,0.113252,0.077567,0.044977,0.14874,0.56515,0.055638,0.03051,-0.028231,0.012998
403,0.107696,0.080862,0.043483,0.112082,0.077381,0.044744,0.148705,0.570853,0.055292,0.03063,-0.028371,0.012501
404,0.106272,0.078915,0.04338,0.110937,0.0772,0.044516,0.148671,0.576442,0.054953,0.030749,-0.028509,0.012013
405,0.104878,0.077007,0.043279,0.109814,0.077022,0.044292,0.148638,0.581919,0.054621,0.030864,-0.028644,0.011536
406,0.103511,0.075137,0.04318,0.108713,0.076848,0.044072,0.148606,0.587286,0.054296,0.030977,-0.028777,0.011067
407,0.102171,0.073305,0.043084,0.107634,0.076677,0.043857,0.148574,0.592547,0.053976,0.031089,-0.028906,0.010609
408,0.100858,0.071509,0.042989,0.106578,0.07651,0.043647,0.148543,0.597702,0.053664,0.031197,-0.029033,0.010159
409,0.099572,0.069749,0.042896,0.105542,0.076346,0.04344,0.148512,0.602753,0.053357,0.031304,-0.029158,0.009718
410,0.100824,0.067649,0.042805,0.104557,0.076186,0.043238,0.148786,0.607704,0.053057,0.031409,-0.02928,0.009287
411,0.102051,0.06559,0.042715,0.103699,0.074257,0.04314,0.149054,0.59522,0.052763,0.031511,-0.029399,0.009868
412,0.103254,0.063573,0.042628,0.10311,0.072329,0.043044,0.149316,0.582986,0.052474,0.031611,-0.029517,0.010437
413,0.104433,0.061597,0.042542,0.102783,0.070403,0.04295,0.149574,0.570997,0.052192,0.03171,-0.029632,0.010995
414,0.105588,0.05966,0.042458,0.102715,0.068477,0.042858,0.149826,0.559247,0.051915,0.031806,-0.029744,0.011542
415,0.10672,0.057761,0.042376,0.102899,0.066553,0.042767,0.150073,0.547732,0.051643,0.031901,-0.029854,0.012078
416,0.106571,0.073372,0.041096,0.103205,0.066376,0.042559,0.150316,0.553544,0.051377,0.031993,-0.029963,0.011404
417,0.10517,0.071575,0.041041,0.103505,0.066203,0.042355,0.150553,0.559239,0.051116,0.032084,-0.030068,0.010743
418,0.103798,0.069814,0.040987,0.103799,0.066034,0.042154,0.150786,0.56482,0.050861,0.032173,-0.030172,0.010096
419,0.102452,0.068087,0.040934,0.104087,0.065868,0.041958,0.151014,0.570289,0.050611,0.03226,-0.030274,0.009461
420,0.101134,0.066396,0.040882,0.104118,0.065742,0.041766,0.151237,0.57565,0.050365,0.032346,-0.030374,0.00884
421,0.099842,0.064738,0.040831,0.103897,0.065657,0.041578,0.151456,0.580903,0.050125,0.032429,-0.030471,0.00823
422,0.098575,0.063114,0.040781,0.103429,0.065611,0.041393,0.151671,0.586051,0.049889,0.032511,-0.030567,0.007633
423,0.097335,0.061522,0.040733,0.102719,0.065604,0.041212,0.151881,0.591095,0.049658,0.032592,-0.030661,0.007048
424,0.096118,0.059962,0.040685,0.101772,0.065634,0.041035,0.152087,0.59604,0.049432,0.03267,-0.030753,0.006474
425,0.094927,0.058433,0.040638,0.100593,0.065701,0.040861,0.151031,0.600885,0.04921,0.032748,-0.030468,0.005912
426,0.093028,0.073264,0.039825,0.099239,0.06569,0.040734,0.148741,0.604867,0.048993,0.032093,-0.030188,0.005794
427,0.091168,0.087799,0.038713,0.097838,0.067313,0.040501,0.146497,0.60877,0.04878,0.031451,-0.029914,0.005363
428,0.092588,0.085337,0.038706,0.096717,0.068865,0.040273,0.146811,0.612594,0.048571,0.030822,-0.030021,0.00494
429,0.09398,0.082926,0.038698,0.09587,0.070349,0.040049,0.147118,0.616342,0.048366,0.030205,-0.030126,0.004525
430,0.095344,0.080562,0.038691,0.095291,0.071766,0.03983,0.14742,0.620016,0.048166,0.029601,-0.030229,0.004119
431,0.096681,0.078245,0.038684,0.094975,0.073116,0.039615,0.147715,0.623615,0.047969,0.029009,-0.030329,0.003721
432,0.097991,0.075975,0.038677,0.094917,0.074402,0.039405,0.148005,0.627143,0.047777,0.028429,-0.030428,0.003331
433,0.096762,0.074126,0.038671,0.094859,0.075663,0.039199,0.148288,0.6306,0.047588,0.027861,-0.030524,0.002948
434,0.098071,0.071938,0.038664,0.095055,0.07686,0.038997,0.148566,0.633988,0.047403,0.027303,-0.030619,0.002574
435,0.099353,0.069794,0.038658,0.095497,0.077997,0.038799,0.148839,0.637308,0.047222,0.026757,-0.030712,0.002206
436,0.10061,0.067693,0.038651,0.096255,0.07744,0.038681,0.149106,0.640562,0.047044,0.026222,-0.030803,0.001847
437,0.101841,0.065634,0.038645,0.097323,0.075223,0.038675,0.149367,0.627421,0.04687,0.026428,-0.030892,0.002577
