2	2	5	4	5	11	2	5	4	6	1.29012	0.069725	3519210	0.738253	0.124375	355328
2	2	5	2	4	5	7	4	1	8	1.186428	0.064125	3024789	0.66597	0.093865	345171
1	2	6	2	3	9	2	18	1	6	1.249056	0.085475	3000502	0.654542	0.076599	333253
2	1	3	4	2	9	6	32	4	1	0.745642	0.043175	1773124	0.513676	0.042139	303302
2	1	4	6	1	5	5	21	2	9	0.768231	0.0436	1590355	0.544173	0.039465	305999
1	2	7	4	5	11	4	35	4	2	1.691301	0.105	4612423	0.741557	0.131077	361093
3	2	2	8	4	7	6	4	1	10	0.677016	0.061625	2946612	0.581611	0.089367	342588
3	2	7	8	3	7	4	8	6	2	1.12387	0.0693	2921911	0.700569	0.089351	332230
2	1	6	4	2	5	6	2	1	5	0.744168	0.03885	1531933	0.563239	0.044151	307412
1	1	3	2	1	15	5	11	4	5	0.813053	0.059625	2032782	0.620564	0.046079	307332
1	2	5	2	4	14	6	34	4	6	0.755014	0.0928	3802836	0.606976	0.087848	345346
2	2	6	4	3	9	7	33	6	2	1.194567	0.05765	2410053	0.715854	0.085183	327547
2	1	1	6	2	5	1	2	2	7	0.985659	0.04725	1753293	0.571502	0.048012	308565
3	1	3	6	1	7	3	16	6	3	0.735707	0.052675	1831614	0.601705	0.044604	306512
3	2	5	6	5	14	4	15	2	10	1.26762	0.08135	4087010	0.817111	0.150395	366454
2	2	4	6	4	14	7	9	3	2	1.388141	0.06765	3272367	0.716859	0.107684	342892
2	2	7	2	3	11	7	13	5	2	1.204835	0.05755	2554890	0.732762	0.08663	328083
1	1	6	6	2	2	4	12	3	3	1.162858	0.0684	2336944	0.774726	0.062326	311274
2	1	4	4	1	15	1	21	1	9	0.756851	0.0378	1473635	0.609237	0.043697	305511
1	2	5	2	5	14	7	15	3	2	1.604264	0.0935	3838504	0.734855	0.12034	348978
2	2	3	6	4	7	6	4	4	4	0.702348	0.06135	3060482	0.615298	0.089838	342983
1	2	6	8	3	9	3	28	2	8	1.386896	0.10245	3423378	0.840134	0.100393	335061
1	1	5	4	2	7	4	17	4	9	1.223509	0.069325	2463698	0.787731	0.064771	312245
3	1	6	8	1	15	2	6	4	9	0.734639	0.04945	1822060	0.602835	0.045618	306570
2	2	7	2	5	11	4	5	4	4	1.291342	0.06885	3754690	0.889559	0.15558	365774
2	2	3	2	4	9	2	9	5	6	1.428697	0.095	3452418	0.863411	0.130663	348578
2	2	6	6	3	7	1	8	5	10	1.110604	0.059475	2481155	0.812469	0.09554	331534
2	1	1	2	2	9	6	27	1	5	0.741649	0.038625	1564296	0.536891	0.045862	307960
2	1	2	2	1	16	5	11	5	7	0.766827	0.0542	1962689	0.608682	0.047308	308056
2	2	6	4	5	16	2	20	6	6	1.423916	0.076725	3705190	0.857942	0.144094	356842
2	2	3	4	4	15	4	19	5	10	1.479757	0.10725	4060019	0.878951	0.141259	358751
3	2	3	2	3	7	1	13	3	8	1.040928	0.06505	2617561	0.755942	0.092395	332303
3	1	3	4	2	9	6	17	4	3	0.702345	0.046975	1894088	0.562031	0.04659	307953
2	1	3	6	1	5	5	31	1	9	0.757222	0.046	1602981	0.608889	0.043027	305885
3	2	7	6	5	14	2	5	1	6	1.093684	0.071075	3491658	0.741101	0.124488	355938
2	2	5	2	4	5	3	9	3	2	1.399288	0.06305	3304094	0.729978	0.110012	343817
2	2	3	6	3	7	7	3	3	2	1.178022	0.053975	2277345	0.715968	0.085006	327318
3	1	2	2	2	5	6	17	5	3	0.702148	0.044125	1855024	0.560803	0.047716	307516
3	1	5	2	1	15	5	21	4	5	0.735829	0.046225	1770744	0.595633	0.044161	307332
3	2	5	2	5	11	2	25	2	4	1.253336	0.065925	3309580	0.817219	0.145003	354734
2	2	2	6	4	7	2	19	3	4	1.428059	0.074325	3525713	0.806952	0.121139	347325
2	2	3	6	3	14	7	8	5	6	1.188833	0.063475	2645641	0.862961	0.10378	333465
2	1	6	6	2	5	4	17	5	9	1.090667	0.05845	2278692	0.798293	0.06667	312014
2	1	7	2	1	14	3	11	5	1	0.768285	0.04705	1809933	0.558157	0.04122	302538
2	2	6	8	5	16	3	15	6	10	1.442238	0.0816	3887017	0.878803	0.147945	359212
3	2	3	4	4	2	5	34	1	6	1.089636	0.07	3414405	0.723317	0.10744	346264
2	2	7	4	3	11	7	18	2	6	1.200628	0.062325	2620157	0.848708	0.097835	332775
3	1	4	8	2	16	1	2	6	7	0.912981	0.054275	2062995	0.694604	0.058141	309763
1	1	6	2	1	11	3	6	1	1	0.803599	0.0547	1784311	0.53351	0.038928	301926
3	2	6	2	5	11	7	30	5	4	1.257902	0.096425	3572312	0.836691	0.145443	352925
2	2	5	4	4	5	3	29	4	4	1.429975	0.070775	3564204	0.885728	0.130517	348613
3	2	6	6	3	9	2	33	5	2	1.126256	0.0663	2799598	0.685578	0.088651	328676
2	1	2	4	2	5	3	32	2	5	1.078131	0.048975	1950943	0.747664	0.060551	309838
1	1	4	4	1	9	2	21	3	9	0.815733	0.054825	1915667	0.620686	0.045036	306102
2	2	5	6	5	11	2	35	3	10	1.423689	0.076225	3676783	0.886288	0.147113	354811
3	2	2	6	4	2	5	9	1	6	1.080229	0.06875	3316354	0.699104	0.105378	346264
2	2	6	4	3	11	7	28	6	6	1.189913	0.058975	2472407	0.856078	0.101299	332831
2	1	2	4	2	14	5	22	1	9	0.958004	0.0408	1678502	0.70724	0.057966	310031
2	1	6	8	1	2	7	1	6	9	0.767104	0.03805	1521027	0.614914	0.04324	304955
1	2	6	4	5	11	2	15	4	8	1.717571	0.10825	4387261	0.861949	0.144431	355921
3	2	3	8	4	9	2	29	5	6	1.296461	0.10775	3865428	0.819299	0.132381	348578
3	2	7	6	3	7	1	18	4	10	1.042782	0.065025	2748959	0.777575	0.093013	331423
2	1	6	8	2	5	3	27	5	7	1.086915	0.064825	2339971	0.776347	0.063173	310777
1	1	4	2	1	14	4	26	5	3	0.815574	0.061075	2222342	0.62443	0.047521	308622
1	2	5	8	5	16	3	20	5	4	1.743626	0.146	4896650	0.895816	0.15455	359547
1	2	4	6	4	15	7	34	3	6	1.646545	0.102725	4056960	0.85276	0.127475	348416
2	2	3	8	3	7	6	23	2	8	0.739359	0.063125	2490568	0.59456	0.069866	331553
1	1	5	4	2	5	1	7	6	3	1.153648	0.057175	1925504	0.741107	0.056835	307672
3	1	2	2	1	11	1	1	1	3	0.721865	0.0351	1410844	0.587303	0.044378	305310
2	2	5	6	5	11	4	10	6	2	1.427622	0.07685	3840045	0.735093	0.125725	360913
3	2	2	6	4	14	3	9	1	6	1.08179	0.07395	3532725	0.695789	0.108664	351738
3	2	6	2	3	11	1	3	3	6	1.043926	0.0557	2367750	0.75841	0.093454	332248
1	1	4	4	2	2	2	7	4	5	1.165075	0.0587	2188109	0.760668	0.059648	308714
1	1	1	2	1	7	4	6	6	1	0.810103	0.053425	1890735	0.513495	0.041635	303293
1	2	7	2	5	14	1	5	6	10	1.317072	0.089425	3575801	0.822137	0.13032	351875
2	2	5	6	4	9	1	9	3	6	1.212941	0.0692	3256434	0.81645	0.116816	345215
3	2	7	4	3	7	2	28	1	6	0.999955	0.060175	2597639	0.741092	0.087498	332959
1	1	3	2	2	7	3	2	6	5	1.193759	0.0548	2052599	0.780873	0.062961	310236
2	1	7	2	1	5	1	26	3	7	0.76435	0.049625	1743384	0.608531	0.042112	306044
1	2	7	2	5	14	4	25	3	10	1.684074	0.097075	4275179	0.88594	0.153924	366575
2	2	5	8	4	2	7	19	5	8	1.338004	0.11325	3986335	0.848722	0.119096	343853
2	2	6	8	3	11	4	28	6	2	1.21586	0.0693	2821290	0.721644	0.089466	332769
3	1	1	2	2	15	6	12	4	1	0.705718	0.041275	1700223	0.470369	0.042669	303862
3	1	7	6	1	5	1	21	1	3	0.721319	0.041775	1536101	0.590359	0.041175	304860
2	2	6	4	5	16	7	10	3	10	1.389939	0.069	3318233	0.88142	0.145062	354349
2	2	2	2	4	9	2	14	2	4	1.39603	0.06405	3183834	0.804647	0.120325	347872
1	2	6	6	3	9	5	18	2	6	1.388044	0.0946	3234537	0.843421	0.10054	334158
1	1	5	8	2	16	1	7	3	3	1.153648	0.0644	2130608	0.740593	0.058682	308879
2	1	6	6	1	7	1	1	3	9	0.760557	0.041025	1523534	0.616554	0.044159	305266
2	2	7	8	5	16	4	20	6	4	1.443304	0.088575	4327416	0.883536	0.15121	367287
1	2	3	2	4	9	4	34	2	10	1.652692	0.0966	4121835	0.86109	0.130931	356581
2	2	6	8	3	9	1	18	1	8	1.073296	0.071025	2706198	0.764062	0.087948	332361
3	1	1	4	2	16	6	12	1	1	0.705588	0.040725	1624857	0.463144	0.041482	303546
2	1	3	8	1	9	7	11	3	1	0.768144	0.04385	1664677	0.547634	0.040098	301104
1	2	6	8	5	11	3	10	3	10	1.732963	0.10625	4332077	0.881094	0.148326	357583
2	2	3	4	4	14	2	34	6	2	1.402748	0.06925	3385280	0.71803	0.109473	344584
2	2	6	2	3	9	2	23	6	4	1.213896	0.052875	2292791	0.877306	0.103867	333065
1	1	2	6	2	2	1	7	2	1	1.152725	0.052575	1837614	0.62465	0.050074	302408
1	1	2	4	1	11	2	26	6	5	0.813664	0.058675	1943071	0.606667	0.04573	306546
3	2	7	4	5	16	4	30	2	10	1.268728	0.076625	3998517	0.817111	0.151201	367188
3	2	3	4	4	7	1	19	6	4	1.140715	0.069775	3339234	0.770127	0.11704	344124
2	2	3	6	3	9	4	23	1	6	1.082672	0.0631	2643070	0.77281	0.091819	337393
2	1	2	2	2	14	4	7	3	1	1.049184	0.04325	1889764	0.651498	0.05681	308138
1	1	6	8	1	16	7	6	2	9	0.814674	0.05965	1912273	0.612984	0.044617	305964
3	2	5	6	5	16	5	25	3	2	1.283306	0.0727	3601984	0.703062	0.132388	353966
3	2	3	8	4	14	4	34	6	4	1.288687	0.0849	4039899	0.832672	0.138033	358018
1	2	3	6	3	9	7	8	5	6	1.351096	0.091175	3140916	0.863392	0.102825	332877
